
0	Header	[1]	00  .
21687	Data	[38]	36 2e 32 30 37 37 30 65 2d 30 32 2c 2d 35 2e 31 33 65 2b 30 30 2c 32 2e 34 36 65 2b 30 30 2c 30 2c 32 31 36 30 30  6.20770e-02,-5.13e+00,2.46e+00,0,21600
21787	Data	[38]	36 2e 32 30 39 30 35 65 2d 30 32 2c 2d 35 2e 30 39 65 2b 30 30 2c 32 2e 34 39 65 2b 30 30 2c 30 2c 32 31 37 30 30  6.20905e-02,-5.09e+00,2.49e+00,0,21700
21887	Data	[38]	36 2e 31 31 34 32 32 65 2d 30 32 2c 2d 35 2e 31 30 65 2b 30 30 2c 32 2e 34 37 65 2b 30 30 2c 30 2c 32 31 38 30 30  6.11422e-02,-5.10e+00,2.47e+00,0,21800
21987	Data	[38]	36 2e 30 37 33 34 32 65 2d 30 32 2c 2d 34 2e 39 39 65 2b 30 30 2c 32 2e 35 38 65 2b 30 30 2c 30 2c 32 31 39 30 30  6.07342e-02,-4.99e+00,2.58e+00,0,21900
22087	Data	[38]	35 2e 38 39 38 32 30 65 2d 30 32 2c 2d 35 2e 30 32 65 2b 30 30 2c 32 2e 38 32 65 2b 30 30 2c 30 2c 32 32 30 30 30  5.89820e-02,-5.02e+00,2.82e+00,0,22000
22187	Data	[38]	36 2e 30 30 30 30 37 65 2d 30 32 2c 2d 34 2e 36 32 65 2b 30 30 2c 32 2e 38 34 65 2b 30 30 2c 30 2c 32 32 31 30 30  6.00007e-02,-4.62e+00,2.84e+00,0,22100
22287	Data	[38]	36 2e 30 39 30 33 35 65 2d 30 32 2c 2d 35 2e 30 32 65 2b 30 30 2c 32 2e 37 39 65 2b 30 30 2c 30 2c 32 32 32 30 30  6.09035e-02,-5.02e+00,2.79e+00,0,22200
22387	Data	[38]	35 2e 37 32 38 37 37 65 2d 30 32 2c 2d 34 2e 37 32 65 2b 30 30 2c 32 2e 36 31 65 2b 30 30 2c 30 2c 32 32 33 30 30  5.72877e-02,-4.72e+00,2.61e+00,0,22300
22487	Data	[38]	35 2e 30 38 31 30 35 65 2d 30 32 2c 2d 34 2e 31 31 65 2b 30 30 2c 32 2e 30 35 65 2b 30 30 2c 30 2c 32 32 34 30 30  5.08105e-02,-4.11e+00,2.05e+00,0,22400
22587	Data	[38]	34 2e 36 35 38 33 30 65 2d 30 32 2c 2d 33 2e 35 36 65 2b 30 30 2c 31 2e 36 33 65 2b 30 30 2c 30 2c 32 32 35 30 30  4.65830e-02,-3.56e+00,1.63e+00,0,22500
22687	Data	[38]	34 2e 35 35 33 33 33 65 2d 30 32 2c 2d 33 2e 35 31 65 2b 30 30 2c 31 2e 37 34 65 2b 30 30 2c 30 2c 32 32 36 30 30  4.55333e-02,-3.51e+00,1.74e+00,0,22600
22787	Data	[38]	34 2e 32 31 38 32 33 65 2d 30 32 2c 2d 33 2e 31 39 65 2b 30 30 2c 31 2e 32 38 65 2b 30 30 2c 30 2c 32 32 37 30 30  4.21823e-02,-3.19e+00,1.28e+00,0,22700
22887	Data	[38]	33 2e 36 31 38 36 38 65 2d 30 32 2c 2d 32 2e 39 37 65 2b 30 30 2c 34 2e 33 39 65 2d 30 31 2c 30 2c 32 32 38 30 30  3.61868e-02,-2.97e+00,4.39e-01,0,22800
22987	Data	[39]	33 2e 32 31 32 34 31 65 2d 30 32 2c 2d 32 2e 33 37 65 2b 30 30 2c 2d 31 2e 33 38 65 2d 30 31 2c 30 2c 32 32 39 30 30  3.21241e-02,-2.37e+00,-1.38e-01,0,22900
23087	Data	[39]	32 2e 38 34 33 31 39 65 2d 30 32 2c 2d 32 2e 31 35 65 2b 30 30 2c 2d 38 2e 35 34 65 2d 30 31 2c 30 2c 32 33 30 30 30  2.84319e-02,-2.15e+00,-8.54e-01,0,23000
23187	Data	[39]	32 2e 35 36 31 30 38 65 2d 30 32 2c 2d 31 2e 39 38 65 2b 30 30 2c 2d 31 2e 36 31 65 2b 30 30 2c 30 2c 32 33 31 30 30  2.56108e-02,-1.98e+00,-1.61e+00,0,23100
23287	Data	[39]	32 2e 33 31 34 30 30 65 2d 30 32 2c 2d 31 2e 37 32 65 2b 30 30 2c 2d 31 2e 39 39 65 2b 30 30 2c 30 2c 32 33 32 30 30  2.31400e-02,-1.72e+00,-1.99e+00,0,23200
23387	Data	[39]	31 2e 39 38 32 36 39 65 2d 30 32 2c 2d 31 2e 32 35 65 2b 30 30 2c 2d 32 2e 32 34 65 2b 30 30 2c 30 2c 32 33 33 30 30  1.98269e-02,-1.25e+00,-2.24e+00,0,23300
23487	Data	[39]	31 2e 38 32 33 34 36 65 2d 30 32 2c 2d 31 2e 32 30 65 2b 30 30 2c 2d 32 2e 32 33 65 2b 30 30 2c 30 2c 32 33 34 30 30  1.82346e-02,-1.20e+00,-2.23e+00,0,23400
23587	Data	[39]	31 2e 36 37 35 36 30 65 2d 30 32 2c 2d 31 2e 31 34 65 2b 30 30 2c 2d 32 2e 39 36 65 2b 30 30 2c 30 2c 32 33 35 30 30  1.67560e-02,-1.14e+00,-2.96e+00,0,23500
23687	Data	[39]	31 2e 35 33 30 34 33 65 2d 30 32 2c 2d 39 2e 39 35 65 2d 30 31 2c 2d 32 2e 39 38 65 2b 30 30 2c 30 2c 32 33 36 30 30  1.53043e-02,-9.95e-01,-2.98e+00,0,23600
23786	Data	[39]	31 2e 33 31 35 36 39 65 2d 30 32 2c 2d 31 2e 31 38 65 2b 30 30 2c 2d 33 2e 34 32 65 2b 30 30 2c 30 2c 32 33 37 30 30  1.31569e-02,-1.18e+00,-3.42e+00,0,23700
23886	Data	[39]	31 2e 31 39 30 35 31 65 2d 30 32 2c 2d 31 2e 31 30 65 2b 30 30 2c 2d 34 2e 31 33 65 2b 30 30 2c 30 2c 32 33 38 30 30  1.19051e-02,-1.10e+00,-4.13e+00,0,23800
23987	Data	[39]	31 2e 31 35 31 35 34 65 2d 30 32 2c 2d 35 2e 39 32 65 2d 30 31 2c 2d 34 2e 30 32 65 2b 30 30 2c 30 2c 32 33 39 30 30  1.15154e-02,-5.92e-01,-4.02e+00,0,23900
24086	Data	[39]	31 2e 30 35 31 37 34 65 2d 30 32 2c 2d 31 2e 30 37 65 2b 30 30 2c 2d 35 2e 31 34 65 2b 30 30 2c 30 2c 32 34 30 30 30  1.05174e-02,-1.07e+00,-5.14e+00,0,24000
24187	Data	[37]	39 2e 31 36 35 38 31 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 32 34 31 30 30  9.16581e-03,0.00e+00,0.00e+00,0,24100
24287	Data	[37]	38 2e 37 34 36 36 39 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 32 34 32 30 30  8.74669e-03,0.00e+00,0.00e+00,0,24200
24386	Data	[37]	38 2e 33 32 35 31 34 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 32 34 33 30 30  8.32514e-03,0.00e+00,0.00e+00,0,24300
24486	Data	[37]	39 2e 32 34 38 31 33 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 32 34 34 30 30  9.24813e-03,0.00e+00,0.00e+00,0,24400
24586	Data	[37]	39 2e 32 33 31 34 34 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 32 34 35 30 30  9.23144e-03,0.00e+00,0.00e+00,0,24500
24686	Data	[37]	39 2e 33 30 36 30 31 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 32 34 36 30 30  9.30601e-03,0.00e+00,0.00e+00,0,24600
24786	Data	[37]	39 2e 32 38 35 32 31 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 32 34 37 30 30  9.28521e-03,0.00e+00,0.00e+00,0,24700
24887	Data	[37]	39 2e 31 34 34 38 33 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 32 34 38 30 30  9.14483e-03,0.00e+00,0.00e+00,0,24800
24986	Data	[37]	37 2e 37 35 30 32 36 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 32 34 39 30 30  7.75026e-03,0.00e+00,0.00e+00,0,24900
25087	Data	[37]	37 2e 34 35 38 33 34 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 32 35 30 30 30  7.45834e-03,0.00e+00,0.00e+00,0,25000
25186	Data	[37]	36 2e 31 35 35 39 39 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 32 35 31 30 30  6.15599e-03,0.00e+00,0.00e+00,0,25100
25286	Data	[37]	34 2e 38 39 33 38 37 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 32 35 32 30 30  4.89387e-03,0.00e+00,0.00e+00,0,25200
25386	Data	[37]	32 2e 31 37 31 38 35 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 32 35 33 30 30  2.17185e-03,0.00e+00,0.00e+00,0,25300
25486	Data	[37]	32 2e 31 33 35 35 32 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 32 35 34 30 30  2.13552e-03,0.00e+00,0.00e+00,0,25400
25586	Data	[38]	2d 39 2e 31 38 38 31 38 65 2d 30 34 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 4e 2c 32 35 35 30 30  -9.18818e-04,0.00e+00,0.00e+00,N,25500
25686	Data	[38]	2d 31 2e 31 38 32 35 30 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 4e 2c 32 35 36 30 30  -1.18250e-03,0.00e+00,0.00e+00,N,25600
25786	Data	[38]	2d 32 2e 30 37 31 36 32 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 4e 2c 32 35 37 30 30  -2.07162e-03,0.00e+00,0.00e+00,N,25700
25886	Data	[38]	2d 33 2e 30 34 35 32 35 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 4e 2c 32 35 38 30 30  -3.04525e-03,0.00e+00,0.00e+00,N,25800
25986	Data	[38]	2d 33 2e 31 38 34 35 35 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 4e 2c 32 35 39 30 30  -3.18455e-03,0.00e+00,0.00e+00,N,25900
26086	Data	[38]	2d 32 2e 38 38 33 35 35 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 4e 2c 32 36 30 30 30  -2.88355e-03,0.00e+00,0.00e+00,N,26000
26186	Data	[38]	2d 33 2e 34 35 33 33 34 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 4e 2c 32 36 31 30 30  -3.45334e-03,0.00e+00,0.00e+00,N,26100
26286	Data	[38]	2d 32 2e 37 37 33 36 30 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 4e 2c 32 36 32 30 30  -2.77360e-03,0.00e+00,0.00e+00,N,26200
26386	Data	[38]	2d 32 2e 37 31 32 34 39 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 4e 2c 32 36 33 30 30  -2.71249e-03,0.00e+00,0.00e+00,N,26300
26486	Data	[38]	2d 32 2e 35 34 37 38 37 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 4e 2c 32 36 34 30 30  -2.54787e-03,0.00e+00,0.00e+00,N,26400
26586	Data	[38]	2d 31 2e 34 30 39 34 32 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 4e 2c 32 36 35 30 30  -1.40942e-03,0.00e+00,0.00e+00,N,26500
26686	Data	[38]	2d 32 2e 30 31 35 33 35 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 4e 2c 32 36 36 30 30  -2.01535e-03,0.00e+00,0.00e+00,N,26600
26786	Data	[38]	2d 31 2e 34 30 39 36 34 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 4e 2c 32 36 37 30 30  -1.40964e-03,0.00e+00,0.00e+00,N,26700
26886	Data	[38]	2d 35 2e 34 38 38 38 33 65 2d 30 34 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 4e 2c 32 36 38 30 30  -5.48883e-04,0.00e+00,0.00e+00,N,26800
26986	Data	[37]	31 2e 36 35 39 36 39 65 2d 30 34 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 32 36 39 30 30  1.65969e-04,0.00e+00,0.00e+00,0,26900
27086	Data	[37]	38 2e 34 34 39 36 33 65 2d 30 34 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 32 37 30 30 30  8.44963e-04,0.00e+00,0.00e+00,0,27000
27186	Data	[37]	32 2e 35 37 39 35 34 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 32 37 31 30 30  2.57954e-03,0.00e+00,0.00e+00,0,27100
27286	Data	[37]	36 2e 34 30 37 32 32 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 32 37 32 30 30  6.40722e-03,0.00e+00,0.00e+00,0,27200
27386	Data	[37]	39 2e 34 32 30 31 34 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 32 37 33 30 30  9.42014e-03,0.00e+00,0.00e+00,0,27300
27486	Data	[39]	31 2e 32 39 30 35 35 65 2d 30 32 2c 2d 35 2e 33 37 65 2d 30 32 2c 2d 36 2e 35 36 65 2b 30 30 2c 30 2c 32 37 34 30 30  1.29055e-02,-5.37e-02,-6.56e+00,0,27400
27586	Data	[39]	31 2e 35 33 35 31 30 65 2d 30 32 2c 2d 38 2e 36 39 65 2d 30 31 2c 2d 34 2e 39 30 65 2b 30 30 2c 30 2c 32 37 35 30 30  1.53510e-02,-8.69e-01,-4.90e+00,0,27500
27686	Data	[39]	31 2e 37 36 34 31 31 65 2d 30 32 2c 2d 31 2e 32 39 65 2b 30 30 2c 2d 32 2e 37 36 65 2b 30 30 2c 30 2c 32 37 36 30 30  1.76411e-02,-1.29e+00,-2.76e+00,0,27600
27786	Data	[39]	31 2e 39 36 30 38 31 65 2d 30 32 2c 2d 31 2e 34 34 65 2b 30 30 2c 2d 39 2e 35 33 65 2d 30 31 2c 30 2c 32 37 37 30 30  1.96081e-02,-1.44e+00,-9.53e-01,0,27700
27886	Data	[38]	32 2e 31 30 37 36 33 65 2d 30 32 2c 2d 31 2e 34 36 65 2b 30 30 2c 34 2e 32 30 65 2d 30 31 2c 30 2c 32 37 38 30 30  2.10763e-02,-1.46e+00,4.20e-01,0,27800
27986	Data	[38]	32 2e 34 33 39 36 31 65 2d 30 32 2c 2d 31 2e 33 36 65 2b 30 30 2c 32 2e 34 34 65 2b 30 30 2c 30 2c 32 37 39 30 30  2.43961e-02,-1.36e+00,2.44e+00,0,27900
28086	Data	[38]	32 2e 37 31 36 36 34 65 2d 30 32 2c 2d 31 2e 34 33 65 2b 30 30 2c 33 2e 33 37 65 2b 30 30 2c 30 2c 32 38 30 30 30  2.71664e-02,-1.43e+00,3.37e+00,0,28000
28186	Data	[38]	32 2e 37 34 34 31 38 65 2d 30 32 2c 2d 31 2e 31 34 65 2b 30 30 2c 33 2e 39 30 65 2b 30 30 2c 30 2c 32 38 31 30 30  2.74418e-02,-1.14e+00,3.90e+00,0,28100
28286	Data	[38]	32 2e 37 34 34 39 30 65 2d 30 32 2c 2d 33 2e 35 35 65 2d 30 31 2c 34 2e 34 31 65 2b 30 30 2c 30 2c 32 38 32 30 30  2.74490e-02,-3.55e-01,4.41e+00,0,28200
28386	Data	[38]	32 2e 37 37 33 31 33 65 2d 30 32 2c 2d 34 2e 39 32 65 2d 30 31 2c 34 2e 31 39 65 2b 30 30 2c 30 2c 32 38 33 30 30  2.77313e-02,-4.92e-01,4.19e+00,0,28300
28486	Data	[38]	32 2e 39 32 34 39 30 65 2d 30 32 2c 2d 34 2e 35 38 65 2d 30 31 2c 34 2e 38 31 65 2b 30 30 2c 30 2c 32 38 34 30 30  2.92490e-02,-4.58e-01,4.81e+00,0,28400
28586	Data	[38]	32 2e 39 32 39 30 30 65 2d 30 32 2c 2d 32 2e 35 32 65 2d 30 31 2c 34 2e 39 31 65 2b 30 30 2c 30 2c 32 38 35 30 30  2.92900e-02,-2.52e-01,4.91e+00,0,28500
28686	Data	[38]	32 2e 39 35 32 36 37 65 2d 30 32 2c 2d 32 2e 39 30 65 2d 30 31 2c 35 2e 32 38 65 2b 30 30 2c 30 2c 32 38 36 30 30  2.95267e-02,-2.90e-01,5.28e+00,0,28600
28786	Data	[38]	32 2e 38 34 33 39 33 65 2d 30 32 2c 2d 36 2e 39 35 65 2d 30 32 2c 34 2e 38 38 65 2b 30 30 2c 30 2c 32 38 37 30 30  2.84393e-02,-6.95e-02,4.88e+00,0,28700
28885	Data	[37]	32 2e 37 38 34 39 30 65 2d 30 32 2c 33 2e 36 34 65 2d 30 31 2c 34 2e 38 36 65 2b 30 30 2c 30 2c 32 38 38 30 30  2.78490e-02,3.64e-01,4.86e+00,0,28800
28985	Data	[37]	32 2e 37 31 33 38 39 65 2d 30 32 2c 31 2e 38 35 65 2d 30 31 2c 34 2e 33 34 65 2b 30 30 2c 30 2c 32 38 39 30 30  2.71389e-02,1.85e-01,4.34e+00,0,28900
29085	Data	[37]	32 2e 36 38 30 34 36 65 2d 30 32 2c 35 2e 30 38 65 2d 30 31 2c 34 2e 31 30 65 2b 30 30 2c 30 2c 32 39 30 30 30  2.68046e-02,5.08e-01,4.10e+00,0,29000
29186	Data	[37]	32 2e 35 39 32 38 37 65 2d 30 32 2c 35 2e 38 33 65 2d 30 31 2c 34 2e 30 37 65 2b 30 30 2c 30 2c 32 39 31 30 30  2.59287e-02,5.83e-01,4.07e+00,0,29100
29286	Data	[37]	32 2e 36 32 33 31 32 65 2d 30 32 2c 36 2e 39 39 65 2d 30 31 2c 33 2e 39 37 65 2b 30 30 2c 30 2c 32 39 32 30 30  2.62312e-02,6.99e-01,3.97e+00,0,29200
29386	Data	[37]	32 2e 34 37 36 32 31 65 2d 30 32 2c 31 2e 30 31 65 2b 30 30 2c 33 2e 37 39 65 2b 30 30 2c 30 2c 32 39 33 30 30  2.47621e-02,1.01e+00,3.79e+00,0,29300
29485	Data	[37]	32 2e 34 36 36 32 31 65 2d 30 32 2c 39 2e 37 35 65 2d 30 31 2c 33 2e 35 38 65 2b 30 30 2c 30 2c 32 39 34 30 30  2.46621e-02,9.75e-01,3.58e+00,0,29400
29585	Data	[37]	32 2e 34 35 33 33 36 65 2d 30 32 2c 31 2e 33 38 65 2b 30 30 2c 33 2e 32 35 65 2b 30 30 2c 30 2c 32 39 35 30 30  2.45336e-02,1.38e+00,3.25e+00,0,29500
29685	Data	[37]	32 2e 33 36 35 38 39 65 2d 30 32 2c 32 2e 30 34 65 2b 30 30 2c 33 2e 31 37 65 2b 30 30 2c 30 2c 32 39 36 30 30  2.36589e-02,2.04e+00,3.17e+00,0,29600
29785	Data	[37]	32 2e 33 39 34 32 32 65 2d 30 32 2c 32 2e 30 34 65 2b 30 30 2c 33 2e 30 30 65 2b 30 30 2c 30 2c 32 39 37 30 30  2.39422e-02,2.04e+00,3.00e+00,0,29700
29886	Data	[37]	32 2e 34 33 37 35 30 65 2d 30 32 2c 32 2e 38 39 65 2b 30 30 2c 32 2e 35 34 65 2b 30 30 2c 30 2c 32 39 38 30 30  2.43750e-02,2.89e+00,2.54e+00,0,29800
29985	Data	[37]	32 2e 35 32 37 37 37 65 2d 30 32 2c 32 2e 36 32 65 2b 30 30 2c 32 2e 31 37 65 2b 30 30 2c 30 2c 32 39 39 30 30  2.52777e-02,2.62e+00,2.17e+00,0,29900
30086	Data	[37]	32 2e 35 32 35 39 33 65 2d 30 32 2c 33 2e 30 32 65 2b 30 30 2c 31 2e 37 32 65 2b 30 30 2c 30 2c 33 30 30 30 30  2.52593e-02,3.02e+00,1.72e+00,0,30000
30185	Data	[37]	32 2e 35 31 37 30 33 65 2d 30 32 2c 32 2e 38 33 65 2b 30 30 2c 32 2e 30 35 65 2b 30 30 2c 30 2c 33 30 31 30 30  2.51703e-02,2.83e+00,2.05e+00,0,30100
30285	Data	[37]	32 2e 35 31 37 38 35 65 2d 30 32 2c 32 2e 32 37 65 2b 30 30 2c 31 2e 31 38 65 2b 30 30 2c 30 2c 33 30 32 30 30  2.51785e-02,2.27e+00,1.18e+00,0,30200
30385	Data	[37]	32 2e 35 31 32 37 33 65 2d 30 32 2c 32 2e 36 34 65 2b 30 30 2c 31 2e 30 33 65 2b 30 30 2c 30 2c 33 30 33 30 30  2.51273e-02,2.64e+00,1.03e+00,0,30300
30485	Data	[37]	32 2e 36 35 36 35 37 65 2d 30 32 2c 32 2e 36 34 65 2b 30 30 2c 34 2e 37 33 65 2d 30 31 2c 30 2c 33 30 34 30 30  2.65657e-02,2.64e+00,4.73e-01,0,30400
30585	Data	[37]	32 2e 37 31 30 30 36 65 2d 30 32 2c 32 2e 37 36 65 2b 30 30 2c 32 2e 33 33 65 2d 30 31 2c 30 2c 33 30 35 30 30  2.71006e-02,2.76e+00,2.33e-01,0,30500
30685	Data	[38]	32 2e 38 37 36 34 30 65 2d 30 32 2c 32 2e 35 34 65 2b 30 30 2c 2d 33 2e 33 32 65 2d 30 31 2c 30 2c 33 30 36 30 30  2.87640e-02,2.54e+00,-3.32e-01,0,30600
30785	Data	[38]	32 2e 39 39 36 33 33 65 2d 30 32 2c 32 2e 33 35 65 2b 30 30 2c 2d 37 2e 37 36 65 2d 30 31 2c 30 2c 33 30 37 30 30  2.99633e-02,2.35e+00,-7.76e-01,0,30700
30885	Data	[38]	33 2e 32 30 38 36 30 65 2d 30 32 2c 31 2e 35 35 65 2b 30 30 2c 2d 31 2e 31 32 65 2b 30 30 2c 30 2c 33 30 38 30 30  3.20860e-02,1.55e+00,-1.12e+00,0,30800
30985	Data	[38]	33 2e 33 32 34 38 36 65 2d 30 32 2c 31 2e 34 38 65 2b 30 30 2c 2d 31 2e 32 38 65 2b 30 30 2c 30 2c 33 30 39 30 30  3.32486e-02,1.48e+00,-1.28e+00,0,30900
31085	Data	[38]	33 2e 34 32 31 35 32 65 2d 30 32 2c 31 2e 30 38 65 2b 30 30 2c 2d 31 2e 39 38 65 2b 30 30 2c 30 2c 33 31 30 30 30  3.42152e-02,1.08e+00,-1.98e+00,0,31000
31185	Data	[38]	33 2e 35 32 36 31 38 65 2d 30 32 2c 31 2e 30 36 65 2b 30 30 2c 2d 32 2e 37 33 65 2b 30 30 2c 30 2c 33 31 31 30 30  3.52618e-02,1.06e+00,-2.73e+00,0,31100
31285	Data	[38]	33 2e 36 36 33 36 35 65 2d 30 32 2c 34 2e 35 39 65 2d 30 31 2c 2d 32 2e 36 32 65 2b 30 30 2c 30 2c 33 31 32 30 30  3.66365e-02,4.59e-01,-2.62e+00,0,31200
31386	Data	[38]	33 2e 38 34 38 30 35 65 2d 30 32 2c 35 2e 36 33 65 2d 30 32 2c 2d 33 2e 30 34 65 2b 30 30 2c 30 2c 33 31 33 30 30  3.84805e-02,5.63e-02,-3.04e+00,0,31300
31485	Data	[39]	33 2e 39 32 37 33 36 65 2d 30 32 2c 2d 35 2e 32 39 65 2d 30 31 2c 2d 33 2e 32 39 65 2b 30 30 2c 30 2c 33 31 34 30 30  3.92736e-02,-5.29e-01,-3.29e+00,0,31400
31585	Data	[39]	33 2e 39 32 33 37 35 65 2d 30 32 2c 2d 31 2e 33 30 65 2b 30 30 2c 2d 33 2e 32 33 65 2b 30 30 2c 30 2c 33 31 35 30 30  3.92375e-02,-1.30e+00,-3.23e+00,0,31500
31685	Data	[39]	34 2e 31 35 34 30 39 65 2d 30 32 2c 2d 32 2e 33 30 65 2b 30 30 2c 2d 33 2e 32 31 65 2b 30 30 2c 30 2c 33 31 36 30 30  4.15409e-02,-2.30e+00,-3.21e+00,0,31600
31785	Data	[39]	34 2e 33 39 39 34 38 65 2d 30 32 2c 2d 33 2e 32 36 65 2b 30 30 2c 2d 33 2e 31 38 65 2b 30 30 2c 30 2c 33 31 37 30 30  4.39948e-02,-3.26e+00,-3.18e+00,0,31700
31885	Data	[39]	34 2e 35 37 33 31 39 65 2d 30 32 2c 2d 33 2e 38 30 65 2b 30 30 2c 2d 33 2e 32 30 65 2b 30 30 2c 30 2c 33 31 38 30 30  4.57319e-02,-3.80e+00,-3.20e+00,0,31800
31985	Data	[39]	34 2e 37 36 34 37 30 65 2d 30 32 2c 2d 34 2e 36 31 65 2b 30 30 2c 2d 33 2e 32 33 65 2b 30 30 2c 30 2c 33 31 39 30 30  4.76470e-02,-4.61e+00,-3.23e+00,0,31900
32085	Data	[39]	34 2e 39 31 38 31 32 65 2d 30 32 2c 2d 35 2e 38 37 65 2b 30 30 2c 2d 32 2e 39 31 65 2b 30 30 2c 30 2c 33 32 30 30 30  4.91812e-02,-5.87e+00,-2.91e+00,0,32000
32185	Data	[39]	35 2e 33 35 37 35 36 65 2d 30 32 2c 2d 36 2e 38 39 65 2b 30 30 2c 2d 32 2e 36 30 65 2b 30 30 2c 30 2c 33 32 31 30 30  5.35756e-02,-6.89e+00,-2.60e+00,0,32100
32285	Data	[39]	35 2e 31 35 32 31 30 65 2d 30 32 2c 2d 37 2e 31 35 65 2b 30 30 2c 2d 32 2e 31 33 65 2b 30 30 2c 30 2c 33 32 32 30 30  5.15210e-02,-7.15e+00,-2.13e+00,0,32200
32385	Data	[39]	34 2e 35 33 39 32 30 65 2d 30 32 2c 2d 36 2e 36 34 65 2b 30 30 2c 2d 32 2e 30 34 65 2b 30 30 2c 30 2c 33 32 33 30 30  4.53920e-02,-6.64e+00,-2.04e+00,0,32300
32485	Data	[39]	34 2e 31 39 33 38 37 65 2d 30 32 2c 2d 35 2e 38 35 65 2b 30 30 2c 2d 31 2e 35 38 65 2b 30 30 2c 30 2c 33 32 34 30 30  4.19387e-02,-5.85e+00,-1.58e+00,0,32400
32585	Data	[39]	33 2e 38 30 36 33 38 65 2d 30 32 2c 2d 35 2e 38 38 65 2b 30 30 2c 2d 31 2e 30 35 65 2b 30 30 2c 30 2c 33 32 35 30 30  3.80638e-02,-5.88e+00,-1.05e+00,0,32500
32685	Data	[39]	33 2e 33 34 39 36 31 65 2d 30 32 2c 2d 35 2e 35 35 65 2b 30 30 2c 2d 38 2e 31 33 65 2d 30 31 2c 30 2c 33 32 36 30 30  3.34961e-02,-5.55e+00,-8.13e-01,0,32600
32785	Data	[39]	33 2e 30 32 37 35 33 65 2d 30 32 2c 2d 34 2e 35 33 65 2b 30 30 2c 2d 34 2e 39 33 65 2d 30 31 2c 30 2c 33 32 37 30 30  3.02753e-02,-4.53e+00,-4.93e-01,0,32700
