
0	Header	[1]	00  .
32885	Data	[39]	32 2e 35 39 39 36 32 65 2d 30 32 2c 2d 33 2e 38 39 65 2b 30 30 2c 2d 31 2e 35 38 65 2d 30 31 2c 30 2c 33 32 38 30 30  2.59962e-02,-3.89e+00,-1.58e-01,0,32800
32985	Data	[38]	32 2e 33 30 34 31 33 65 2d 30 32 2c 2d 32 2e 39 36 65 2b 30 30 2c 35 2e 36 36 65 2d 30 33 2c 30 2c 33 32 39 30 30  2.30413e-02,-2.96e+00,5.66e-03,0,32900
33085	Data	[38]	32 2e 31 30 36 30 32 65 2d 30 32 2c 2d 32 2e 37 37 65 2b 30 30 2c 34 2e 31 34 65 2d 30 31 2c 30 2c 33 33 30 30 30  2.10602e-02,-2.77e+00,4.14e-01,0,33000
33185	Data	[38]	32 2e 30 31 39 34 34 65 2d 30 32 2c 2d 33 2e 30 36 65 2b 30 30 2c 36 2e 33 32 65 2d 30 31 2c 30 2c 33 33 31 30 30  2.01944e-02,-3.06e+00,6.32e-01,0,33100
33285	Data	[38]	31 2e 39 37 34 32 30 65 2d 30 32 2c 2d 33 2e 35 36 65 2b 30 30 2c 37 2e 34 31 65 2d 30 31 2c 30 2c 33 33 32 30 30  1.97420e-02,-3.56e+00,7.41e-01,0,33200
33385	Data	[38]	31 2e 39 37 31 33 37 65 2d 30 32 2c 2d 34 2e 36 36 65 2b 30 30 2c 31 2e 38 36 65 2b 30 30 2c 30 2c 33 33 33 30 30  1.97137e-02,-4.66e+00,1.86e+00,0,33300
33485	Data	[38]	32 2e 32 36 35 31 39 65 2d 30 32 2c 2d 35 2e 33 34 65 2b 30 30 2c 32 2e 38 35 65 2b 30 30 2c 30 2c 33 33 34 30 30  2.26519e-02,-5.34e+00,2.85e+00,0,33400
33585	Data	[38]	32 2e 36 32 36 36 34 65 2d 30 32 2c 2d 35 2e 36 36 65 2b 30 30 2c 34 2e 30 39 65 2b 30 30 2c 30 2c 33 33 35 30 30  2.62664e-02,-5.66e+00,4.09e+00,0,33500
33685	Data	[38]	32 2e 34 37 38 30 31 65 2d 30 32 2c 2d 36 2e 30 35 65 2b 30 30 2c 34 2e 35 39 65 2b 30 30 2c 30 2c 33 33 36 30 30  2.47801e-02,-6.05e+00,4.59e+00,0,33600
33785	Data	[38]	32 2e 31 34 39 39 37 65 2d 30 32 2c 2d 35 2e 34 30 65 2b 30 30 2c 34 2e 32 30 65 2b 30 30 2c 30 2c 33 33 37 30 30  2.14997e-02,-5.40e+00,4.20e+00,0,33700
33885	Data	[38]	32 2e 30 35 30 36 31 65 2d 30 32 2c 2d 35 2e 37 30 65 2b 30 30 2c 33 2e 39 38 65 2b 30 30 2c 30 2c 33 33 38 30 30  2.05061e-02,-5.70e+00,3.98e+00,0,33800
33985	Data	[38]	32 2e 35 33 33 36 32 65 2d 30 32 2c 2d 37 2e 39 37 65 2b 30 30 2c 32 2e 35 35 65 2b 30 30 2c 30 2c 33 33 39 30 30  2.53362e-02,-7.97e+00,2.55e+00,0,33900
34085	Data	[38]	32 2e 35 36 36 31 33 65 2d 30 32 2c 2d 37 2e 38 36 65 2b 30 30 2c 32 2e 35 32 65 2b 30 30 2c 30 2c 33 34 30 30 30  2.56613e-02,-7.86e+00,2.52e+00,0,34000
34184	Data	[38]	32 2e 36 39 38 38 30 65 2d 30 32 2c 2d 38 2e 32 36 65 2b 30 30 2c 32 2e 36 31 65 2b 30 30 2c 30 2c 33 34 31 30 30  2.69880e-02,-8.26e+00,2.61e+00,0,34100
34285	Data	[38]	32 2e 39 33 36 38 30 65 2d 30 32 2c 2d 37 2e 37 30 65 2b 30 30 2c 32 2e 38 39 65 2b 30 30 2c 30 2c 33 34 32 30 30  2.93680e-02,-7.70e+00,2.89e+00,0,34200
34385	Data	[38]	33 2e 30 38 39 32 30 65 2d 30 32 2c 2d 37 2e 37 36 65 2b 30 30 2c 32 2e 36 33 65 2b 30 30 2c 30 2c 33 34 33 30 30  3.08920e-02,-7.76e+00,2.63e+00,0,34300
34485	Data	[38]	33 2e 31 39 33 30 38 65 2d 30 32 2c 2d 36 2e 36 39 65 2b 30 30 2c 31 2e 39 31 65 2b 30 30 2c 30 2c 33 34 34 30 30  3.19308e-02,-6.69e+00,1.91e+00,0,34400
34584	Data	[38]	33 2e 34 34 32 34 34 65 2d 30 32 2c 2d 35 2e 31 32 65 2b 30 30 2c 34 2e 34 31 65 2d 30 31 2c 30 2c 33 34 35 30 30  3.44244e-02,-5.12e+00,4.41e-01,0,34500
34685	Data	[39]	33 2e 36 36 32 39 32 65 2d 30 32 2c 2d 32 2e 36 32 65 2b 30 30 2c 2d 38 2e 36 39 65 2d 30 31 2c 30 2c 33 34 36 30 30  3.66292e-02,-2.62e+00,-8.69e-01,0,34600
34784	Data	[39]	33 2e 39 32 35 31 39 65 2d 30 32 2c 2d 37 2e 31 33 65 2d 30 31 2c 2d 39 2e 33 35 65 2d 30 31 2c 30 2c 33 34 37 30 30  3.92519e-02,-7.13e-01,-9.35e-01,0,34700
34884	Data	[38]	34 2e 30 36 39 37 38 65 2d 30 32 2c 36 2e 32 33 65 2d 30 31 2c 2d 33 2e 39 33 65 2d 30 31 2c 30 2c 33 34 38 30 30  4.06978e-02,6.23e-01,-3.93e-01,0,34800
34985	Data	[37]	34 2e 33 31 35 31 36 65 2d 30 32 2c 31 2e 33 31 65 2b 30 30 2c 35 2e 38 36 65 2d 30 31 2c 30 2c 33 34 39 30 30  4.31516e-02,1.31e+00,5.86e-01,0,34900
35085	Data	[37]	34 2e 34 37 31 31 38 65 2d 30 32 2c 31 2e 37 35 65 2b 30 30 2c 31 2e 30 34 65 2b 30 30 2c 30 2c 33 35 30 30 30  4.47118e-02,1.75e+00,1.04e+00,0,35000
35185	Data	[37]	34 2e 37 30 39 39 32 65 2d 30 32 2c 31 2e 39 35 65 2b 30 30 2c 32 2e 30 30 65 2b 30 30 2c 30 2c 33 35 31 30 30  4.70992e-02,1.95e+00,2.00e+00,0,35100
35285	Data	[37]	34 2e 39 39 36 38 32 65 2d 30 32 2c 31 2e 36 32 65 2b 30 30 2c 32 2e 38 30 65 2b 30 30 2c 30 2c 33 35 32 30 30  4.99682e-02,1.62e+00,2.80e+00,0,35200
35385	Data	[37]	35 2e 33 37 36 31 33 65 2d 30 32 2c 31 2e 31 35 65 2b 30 30 2c 34 2e 30 33 65 2b 30 30 2c 30 2c 33 35 33 30 30  5.37613e-02,1.15e+00,4.03e+00,0,35300
35485	Data	[37]	35 2e 36 30 34 36 34 65 2d 30 32 2c 34 2e 34 36 65 2d 30 31 2c 34 2e 36 39 65 2b 30 30 2c 30 2c 33 35 34 30 30  5.60464e-02,4.46e-01,4.69e+00,0,35400
35585	Data	[37]	35 2e 37 30 33 31 32 65 2d 30 32 2c 31 2e 32 34 65 2d 30 31 2c 34 2e 39 36 65 2b 30 30 2c 30 2c 33 35 35 30 30  5.70312e-02,1.24e-01,4.96e+00,0,35500
35685	Data	[38]	35 2e 35 39 36 32 30 65 2d 30 32 2c 2d 32 2e 33 33 65 2d 30 31 2c 35 2e 31 31 65 2b 30 30 2c 30 2c 33 35 36 30 30  5.59620e-02,-2.33e-01,5.11e+00,0,35600
35785	Data	[38]	35 2e 37 31 30 38 32 65 2d 30 32 2c 2d 34 2e 36 35 65 2d 30 31 2c 35 2e 30 34 65 2b 30 30 2c 30 2c 33 35 37 30 30  5.71082e-02,-4.65e-01,5.04e+00,0,35700
35885	Data	[38]	35 2e 37 31 30 37 30 65 2d 30 32 2c 2d 35 2e 34 35 65 2d 30 31 2c 35 2e 30 39 65 2b 30 30 2c 30 2c 33 35 38 30 30  5.71070e-02,-5.45e-01,5.09e+00,0,35800
35985	Data	[38]	35 2e 38 39 38 39 30 65 2d 30 32 2c 2d 38 2e 33 30 65 2d 30 31 2c 34 2e 38 38 65 2b 30 30 2c 30 2c 33 35 39 30 30  5.89890e-02,-8.30e-01,4.88e+00,0,35900
36084	Data	[38]	35 2e 38 34 30 35 39 65 2d 30 32 2c 2d 38 2e 33 36 65 2d 30 31 2c 35 2e 30 34 65 2b 30 30 2c 30 2c 33 36 30 30 30  5.84059e-02,-8.36e-01,5.04e+00,0,36000
36185	Data	[38]	35 2e 38 38 33 36 32 65 2d 30 32 2c 2d 38 2e 37 37 65 2d 30 31 2c 34 2e 36 38 65 2b 30 30 2c 30 2c 33 36 31 30 30  5.88362e-02,-8.77e-01,4.68e+00,0,36100
36284	Data	[38]	35 2e 39 33 33 39 37 65 2d 30 32 2c 2d 38 2e 37 31 65 2d 30 31 2c 34 2e 36 30 65 2b 30 30 2c 30 2c 33 36 32 30 30  5.93397e-02,-8.71e-01,4.60e+00,0,36200
36385	Data	[38]	35 2e 39 31 34 36 38 65 2d 30 32 2c 2d 31 2e 30 36 65 2b 30 30 2c 34 2e 33 30 65 2b 30 30 2c 30 2c 33 36 33 30 30  5.91468e-02,-1.06e+00,4.30e+00,0,36300
36484	Data	[38]	35 2e 39 35 31 30 31 65 2d 30 32 2c 2d 31 2e 30 32 65 2b 30 30 2c 34 2e 30 30 65 2b 30 30 2c 30 2c 33 36 34 30 30  5.95101e-02,-1.02e+00,4.00e+00,0,36400
36584	Data	[38]	36 2e 30 30 35 34 30 65 2d 30 32 2c 2d 31 2e 35 35 65 2b 30 30 2c 33 2e 34 39 65 2b 30 30 2c 30 2c 33 36 35 30 30  6.00540e-02,-1.55e+00,3.49e+00,0,36500
36685	Data	[38]	36 2e 31 33 37 39 33 65 2d 30 32 2c 2d 31 2e 37 33 65 2b 30 30 2c 33 2e 33 37 65 2b 30 30 2c 30 2c 33 36 36 30 30  6.13793e-02,-1.73e+00,3.37e+00,0,36600
36784	Data	[38]	36 2e 31 39 36 31 35 65 2d 30 32 2c 2d 32 2e 31 32 65 2b 30 30 2c 33 2e 31 39 65 2b 30 30 2c 30 2c 33 36 37 30 30  6.19615e-02,-2.12e+00,3.19e+00,0,36700
36884	Data	[38]	36 2e 33 35 35 31 30 65 2d 30 32 2c 2d 32 2e 36 34 65 2b 30 30 2c 33 2e 30 34 65 2b 30 30 2c 30 2c 33 36 38 30 30  6.35510e-02,-2.64e+00,3.04e+00,0,36800
36984	Data	[38]	36 2e 37 35 30 39 30 65 2d 30 32 2c 2d 33 2e 32 30 65 2b 30 30 2c 32 2e 39 36 65 2b 30 30 2c 30 2c 33 36 39 30 30  6.75090e-02,-3.20e+00,2.96e+00,0,36900
37084	Data	[38]	36 2e 37 38 38 33 38 65 2d 30 32 2c 2d 33 2e 37 37 65 2b 30 30 2c 32 2e 37 33 65 2b 30 30 2c 30 2c 33 37 30 30 30  6.78838e-02,-3.77e+00,2.73e+00,0,37000
37184	Data	[38]	36 2e 37 34 33 31 31 65 2d 30 32 2c 2d 34 2e 30 35 65 2b 30 30 2c 32 2e 36 32 65 2b 30 30 2c 30 2c 33 37 31 30 30  6.74311e-02,-4.05e+00,2.62e+00,0,37100
37284	Data	[38]	36 2e 37 31 34 38 37 65 2d 30 32 2c 2d 34 2e 32 31 65 2b 30 30 2c 32 2e 35 35 65 2b 30 30 2c 30 2c 33 37 32 30 30  6.71487e-02,-4.21e+00,2.55e+00,0,37200
37384	Data	[38]	36 2e 36 31 36 34 37 65 2d 30 32 2c 2d 34 2e 33 34 65 2b 30 30 2c 32 2e 33 39 65 2b 30 30 2c 30 2c 33 37 33 30 30  6.61647e-02,-4.34e+00,2.39e+00,0,37300
37484	Data	[38]	36 2e 35 35 39 33 36 65 2d 30 32 2c 2d 34 2e 32 37 65 2b 30 30 2c 32 2e 35 35 65 2b 30 30 2c 30 2c 33 37 34 30 30  6.55936e-02,-4.27e+00,2.55e+00,0,37400
37584	Data	[38]	36 2e 35 30 32 35 30 65 2d 30 32 2c 2d 34 2e 33 35 65 2b 30 30 2c 32 2e 36 30 65 2b 30 30 2c 30 2c 33 37 35 30 30  6.50250e-02,-4.35e+00,2.60e+00,0,37500
37684	Data	[38]	36 2e 35 30 31 31 30 65 2d 30 32 2c 2d 34 2e 34 35 65 2b 30 30 2c 32 2e 34 31 65 2b 30 30 2c 30 2c 33 37 36 30 30  6.50110e-02,-4.45e+00,2.41e+00,0,37600
37784	Data	[38]	36 2e 35 35 37 36 36 65 2d 30 32 2c 2d 34 2e 32 36 65 2b 30 30 2c 32 2e 35 39 65 2b 30 30 2c 30 2c 33 37 37 30 30  6.55766e-02,-4.26e+00,2.59e+00,0,37700
37884	Data	[38]	36 2e 35 33 35 30 32 65 2d 30 32 2c 2d 34 2e 33 31 65 2b 30 30 2c 32 2e 35 39 65 2b 30 30 2c 30 2c 33 37 38 30 30  6.53502e-02,-4.31e+00,2.59e+00,0,37800
37984	Data	[38]	36 2e 35 37 35 33 32 65 2d 30 32 2c 2d 34 2e 34 37 65 2b 30 30 2c 32 2e 35 34 65 2b 30 30 2c 30 2c 33 37 39 30 30  6.57532e-02,-4.47e+00,2.54e+00,0,37900
38084	Data	[38]	36 2e 36 31 30 33 34 65 2d 30 32 2c 2d 34 2e 35 31 65 2b 30 30 2c 32 2e 35 30 65 2b 30 30 2c 30 2c 33 38 30 30 30  6.61034e-02,-4.51e+00,2.50e+00,0,38000
38184	Data	[38]	36 2e 36 34 31 30 36 65 2d 30 32 2c 2d 34 2e 36 38 65 2b 30 30 2c 32 2e 34 36 65 2b 30 30 2c 30 2c 33 38 31 30 30  6.64106e-02,-4.68e+00,2.46e+00,0,38100
38284	Data	[38]	36 2e 37 38 38 35 30 65 2d 30 32 2c 2d 35 2e 30 37 65 2b 30 30 2c 32 2e 34 31 65 2b 30 30 2c 30 2c 33 38 32 30 30  6.78850e-02,-5.07e+00,2.41e+00,0,38200
38384	Data	[38]	36 2e 38 33 36 33 35 65 2d 30 32 2c 2d 35 2e 31 34 65 2b 30 30 2c 32 2e 34 37 65 2b 30 30 2c 30 2c 33 38 33 30 30  6.83635e-02,-5.14e+00,2.47e+00,0,38300
38484	Data	[38]	36 2e 37 39 38 34 33 65 2d 30 32 2c 2d 34 2e 39 39 65 2b 30 30 2c 32 2e 35 38 65 2b 30 30 2c 30 2c 33 38 34 30 30  6.79843e-02,-4.99e+00,2.58e+00,0,38400
38584	Data	[38]	36 2e 38 31 32 38 37 65 2d 30 32 2c 2d 34 2e 39 36 65 2b 30 30 2c 32 2e 37 37 65 2b 30 30 2c 30 2c 33 38 35 30 30  6.81287e-02,-4.96e+00,2.77e+00,0,38500
38684	Data	[38]	36 2e 37 32 30 32 31 65 2d 30 32 2c 2d 34 2e 38 33 65 2b 30 30 2c 32 2e 38 31 65 2b 30 30 2c 30 2c 33 38 36 30 30  6.72021e-02,-4.83e+00,2.81e+00,0,38600
38784	Data	[38]	36 2e 37 35 37 35 33 65 2d 30 32 2c 2d 34 2e 37 37 65 2b 30 30 2c 33 2e 30 39 65 2b 30 30 2c 30 2c 33 38 37 30 30  6.75753e-02,-4.77e+00,3.09e+00,0,38700
38884	Data	[38]	36 2e 36 35 30 39 36 65 2d 30 32 2c 2d 34 2e 36 36 65 2b 30 30 2c 33 2e 33 32 65 2b 30 30 2c 30 2c 33 38 38 30 30  6.65096e-02,-4.66e+00,3.32e+00,0,38800
38984	Data	[38]	36 2e 36 37 35 31 30 65 2d 30 32 2c 2d 34 2e 32 34 65 2b 30 30 2c 33 2e 36 34 65 2b 30 30 2c 30 2c 33 38 39 30 30  6.67510e-02,-4.24e+00,3.64e+00,0,38900
39083	Data	[38]	36 2e 36 38 31 30 39 65 2d 30 32 2c 2d 34 2e 32 34 65 2b 30 30 2c 33 2e 37 31 65 2b 30 30 2c 30 2c 33 39 30 30 30  6.68109e-02,-4.24e+00,3.71e+00,0,39000
39184	Data	[38]	36 2e 36 38 32 38 30 65 2d 30 32 2c 2d 34 2e 31 34 65 2b 30 30 2c 33 2e 39 31 65 2b 30 30 2c 30 2c 33 39 31 30 30  6.68280e-02,-4.14e+00,3.91e+00,0,39100
39283	Data	[38]	36 2e 37 31 31 39 37 65 2d 30 32 2c 2d 33 2e 39 39 65 2b 30 30 2c 34 2e 32 34 65 2b 30 30 2c 30 2c 33 39 32 30 30  6.71197e-02,-3.99e+00,4.24e+00,0,39200
39383	Data	[38]	36 2e 37 35 33 31 38 65 2d 30 32 2c 2d 33 2e 37 35 65 2b 30 30 2c 34 2e 36 34 65 2b 30 30 2c 30 2c 33 39 33 30 30  6.75318e-02,-3.75e+00,4.64e+00,0,39300
39484	Data	[38]	36 2e 37 36 32 38 30 65 2d 30 32 2c 2d 33 2e 36 37 65 2b 30 30 2c 34 2e 39 36 65 2b 30 30 2c 30 2c 33 39 34 30 30  6.76280e-02,-3.67e+00,4.96e+00,0,39400
39584	Data	[38]	36 2e 37 35 39 31 39 65 2d 30 32 2c 2d 33 2e 35 34 65 2b 30 30 2c 34 2e 39 32 65 2b 30 30 2c 30 2c 33 39 35 30 30  6.75919e-02,-3.54e+00,4.92e+00,0,39500
39684	Data	[38]	36 2e 36 34 35 34 35 65 2d 30 32 2c 2d 33 2e 36 30 65 2b 30 30 2c 34 2e 39 32 65 2b 30 30 2c 30 2c 33 39 36 30 30  6.64545e-02,-3.60e+00,4.92e+00,0,39600
39784	Data	[38]	36 2e 35 38 36 34 39 65 2d 30 32 2c 2d 33 2e 35 37 65 2b 30 30 2c 34 2e 38 37 65 2b 30 30 2c 30 2c 33 39 37 30 30  6.58649e-02,-3.57e+00,4.87e+00,0,39700
39884	Data	[38]	36 2e 34 37 34 36 36 65 2d 30 32 2c 2d 33 2e 36 36 65 2b 30 30 2c 34 2e 38 30 65 2b 30 30 2c 30 2c 33 39 38 30 30  6.47466e-02,-3.66e+00,4.80e+00,0,39800
39984	Data	[38]	36 2e 33 37 36 34 33 65 2d 30 32 2c 2d 33 2e 34 30 65 2b 30 30 2c 34 2e 37 36 65 2b 30 30 2c 30 2c 33 39 39 30 30  6.37643e-02,-3.40e+00,4.76e+00,0,39900
40083	Data	[38]	36 2e 33 34 37 37 31 65 2d 30 32 2c 2d 33 2e 33 34 65 2b 30 30 2c 34 2e 35 39 65 2b 30 30 2c 30 2c 34 30 30 30 30  6.34771e-02,-3.34e+00,4.59e+00,0,40000
40184	Data	[38]	36 2e 32 32 35 35 35 65 2d 30 32 2c 2d 33 2e 31 38 65 2b 30 30 2c 34 2e 36 30 65 2b 30 30 2c 30 2c 34 30 31 30 30  6.22555e-02,-3.18e+00,4.60e+00,0,40100
40284	Data	[38]	36 2e 32 35 31 31 38 65 2d 30 32 2c 2d 33 2e 30 31 65 2b 30 30 2c 34 2e 35 38 65 2b 30 30 2c 30 2c 34 30 32 30 30  6.25118e-02,-3.01e+00,4.58e+00,0,40200
40384	Data	[38]	36 2e 31 36 33 31 30 65 2d 30 32 2c 2d 32 2e 37 35 65 2b 30 30 2c 34 2e 36 31 65 2b 30 30 2c 30 2c 34 30 33 30 30  6.16310e-02,-2.75e+00,4.61e+00,0,40300
40483	Data	[38]	36 2e 30 37 38 36 35 65 2d 30 32 2c 2d 32 2e 33 39 65 2b 30 30 2c 34 2e 35 38 65 2b 30 30 2c 30 2c 34 30 34 30 30  6.07865e-02,-2.39e+00,4.58e+00,0,40400
40583	Data	[38]	36 2e 30 39 39 32 30 65 2d 30 32 2c 2d 32 2e 30 38 65 2b 30 30 2c 34 2e 36 31 65 2b 30 30 2c 30 2c 34 30 35 30 30  6.09920e-02,-2.08e+00,4.61e+00,0,40500
40684	Data	[38]	36 2e 30 37 36 33 37 65 2d 30 32 2c 2d 31 2e 38 33 65 2b 30 30 2c 34 2e 34 33 65 2b 30 30 2c 30 2c 34 30 36 30 30  6.07637e-02,-1.83e+00,4.43e+00,0,40600
40784	Data	[38]	36 2e 31 39 30 39 35 65 2d 30 32 2c 2d 31 2e 34 37 65 2b 30 30 2c 34 2e 33 38 65 2b 30 30 2c 30 2c 34 30 37 30 30  6.19095e-02,-1.47e+00,4.38e+00,0,40700
40884	Data	[38]	36 2e 31 30 39 39 34 65 2d 30 32 2c 2d 31 2e 32 32 65 2b 30 30 2c 34 2e 33 32 65 2b 30 30 2c 30 2c 34 30 38 30 30  6.10994e-02,-1.22e+00,4.32e+00,0,40800
40984	Data	[38]	36 2e 31 35 35 35 34 65 2d 30 32 2c 2d 39 2e 33 35 65 2d 30 31 2c 34 2e 33 31 65 2b 30 30 2c 30 2c 34 30 39 30 30  6.15554e-02,-9.35e-01,4.31e+00,0,40900
41084	Data	[38]	36 2e 32 31 35 30 35 65 2d 30 32 2c 2d 38 2e 30 30 65 2d 30 31 2c 34 2e 32 39 65 2b 30 30 2c 30 2c 34 31 30 30 30  6.21505e-02,-8.00e-01,4.29e+00,0,41000
41184	Data	[38]	36 2e 32 33 35 33 32 65 2d 30 32 2c 2d 35 2e 38 38 65 2d 30 31 2c 34 2e 33 39 65 2b 30 30 2c 30 2c 34 31 31 30 30  6.23532e-02,-5.88e-01,4.39e+00,0,41100
41284	Data	[38]	36 2e 33 36 38 34 33 65 2d 30 32 2c 2d 37 2e 30 36 65 2d 30 32 2c 34 2e 32 31 65 2b 30 30 2c 30 2c 34 31 32 30 30  6.36843e-02,-7.06e-02,4.21e+00,0,41200
41384	Data	[37]	36 2e 33 34 33 30 37 65 2d 30 32 2c 33 2e 34 39 65 2d 30 31 2c 34 2e 33 31 65 2b 30 30 2c 30 2c 34 31 33 30 30  6.34307e-02,3.49e-01,4.31e+00,0,41300
41484	Data	[37]	36 2e 33 33 39 36 36 65 2d 30 32 2c 36 2e 37 39 65 2d 30 31 2c 34 2e 33 30 65 2b 30 30 2c 30 2c 34 31 34 30 30  6.33966e-02,6.79e-01,4.30e+00,0,41400
41583	Data	[37]	36 2e 34 31 32 35 33 65 2d 30 32 2c 39 2e 30 35 65 2d 30 31 2c 34 2e 31 34 65 2b 30 30 2c 30 2c 34 31 35 30 30  6.41253e-02,9.05e-01,4.14e+00,0,41500
41684	Data	[37]	36 2e 34 36 38 30 32 65 2d 30 32 2c 31 2e 30 39 65 2b 30 30 2c 34 2e 31 36 65 2b 30 30 2c 30 2c 34 31 36 30 30  6.46802e-02,1.09e+00,4.16e+00,0,41600
41783	Data	[37]	36 2e 34 38 33 30 36 65 2d 30 32 2c 31 2e 33 39 65 2b 30 30 2c 34 2e 31 32 65 2b 30 30 2c 30 2c 34 31 37 30 30  6.48306e-02,1.39e+00,4.12e+00,0,41700
41883	Data	[37]	36 2e 35 30 34 36 39 65 2d 30 32 2c 31 2e 37 36 65 2b 30 30 2c 33 2e 38 39 65 2b 30 30 2c 30 2c 34 31 38 30 30  6.50469e-02,1.76e+00,3.89e+00,0,41800
41983	Data	[37]	36 2e 35 35 37 35 39 65 2d 30 32 2c 32 2e 33 36 65 2b 30 30 2c 33 2e 36 37 65 2b 30 30 2c 30 2c 34 31 39 30 30  6.55759e-02,2.36e+00,3.67e+00,0,41900
42083	Data	[37]	36 2e 35 35 39 37 32 65 2d 30 32 2c 32 2e 37 33 65 2b 30 30 2c 33 2e 32 31 65 2b 30 30 2c 30 2c 34 32 30 30 30  6.55972e-02,2.73e+00,3.21e+00,0,42000
42183	Data	[37]	36 2e 35 30 38 39 33 65 2d 30 32 2c 33 2e 30 33 65 2b 30 30 2c 33 2e 31 36 65 2b 30 30 2c 30 2c 34 32 31 30 30  6.50893e-02,3.03e+00,3.16e+00,0,42100
42283	Data	[37]	36 2e 35 30 39 32 31 65 2d 30 32 2c 33 2e 32 37 65 2b 30 30 2c 33 2e 30 32 65 2b 30 30 2c 30 2c 34 32 32 30 30  6.50921e-02,3.27e+00,3.02e+00,0,42200
42383	Data	[37]	36 2e 35 39 33 32 35 65 2d 30 32 2c 33 2e 34 31 65 2b 30 30 2c 32 2e 39 38 65 2b 30 30 2c 30 2c 34 32 33 30 30  6.59325e-02,3.41e+00,2.98e+00,0,42300
42483	Data	[37]	36 2e 35 39 38 31 33 65 2d 30 32 2c 33 2e 36 33 65 2b 30 30 2c 32 2e 39 32 65 2b 30 30 2c 30 2c 34 32 34 30 30  6.59813e-02,3.63e+00,2.92e+00,0,42400
42583	Data	[37]	36 2e 35 33 36 32 36 65 2d 30 32 2c 33 2e 35 36 65 2b 30 30 2c 32 2e 38 36 65 2b 30 30 2c 30 2c 34 32 35 30 30  6.53626e-02,3.56e+00,2.86e+00,0,42500
42683	Data	[37]	36 2e 34 39 30 31 39 65 2d 30 32 2c 33 2e 37 30 65 2b 30 30 2c 32 2e 39 34 65 2b 30 30 2c 30 2c 34 32 36 30 30  6.49019e-02,3.70e+00,2.94e+00,0,42600
42783	Data	[37]	36 2e 36 34 34 35 32 65 2d 30 32 2c 33 2e 38 33 65 2b 30 30 2c 32 2e 39 39 65 2b 30 30 2c 30 2c 34 32 37 30 30  6.64452e-02,3.83e+00,2.99e+00,0,42700
42883	Data	[37]	36 2e 36 35 31 32 35 65 2d 30 32 2c 34 2e 31 30 65 2b 30 30 2c 32 2e 39 30 65 2b 30 30 2c 30 2c 34 32 38 30 30  6.65125e-02,4.10e+00,2.90e+00,0,42800
42983	Data	[37]	36 2e 36 32 38 39 31 65 2d 30 32 2c 34 2e 31 35 65 2b 30 30 2c 32 2e 39 31 65 2b 30 30 2c 30 2c 34 32 39 30 30  6.62891e-02,4.15e+00,2.91e+00,0,42900
43083	Data	[37]	36 2e 36 39 33 33 39 65 2d 30 32 2c 34 2e 31 35 65 2b 30 30 2c 33 2e 30 33 65 2b 30 30 2c 30 2c 34 33 30 30 30  6.69339e-02,4.15e+00,3.03e+00,0,43000
43188	Data	[37]	36 2e 36 30 30 35 30 65 2d 30 32 2c 34 2e 31 36 65 2b 30 30 2c 33 2e 30 31 65 2b 30 30 2c 30 2c 34 33 31 30 30  6.60050e-02,4.16e+00,3.01e+00,0,43100
43283	Data	[37]	36 2e 36 33 30 38 30 65 2d 30 32 2c 34 2e 32 31 65 2b 30 30 2c 33 2e 30 31 65 2b 30 30 2c 30 2c 34 33 32 30 30  6.63080e-02,4.21e+00,3.01e+00,0,43200
43383	Data	[37]	36 2e 36 33 31 38 35 65 2d 30 32 2c 34 2e 31 39 65 2b 30 30 2c 33 2e 30 35 65 2b 30 30 2c 30 2c 34 33 33 30 30  6.63185e-02,4.19e+00,3.05e+00,0,43300
43483	Data	[37]	36 2e 35 39 35 37 39 65 2d 30 32 2c 34 2e 32 35 65 2b 30 30 2c 33 2e 31 34 65 2b 30 30 2c 30 2c 34 33 34 30 30  6.59579e-02,4.25e+00,3.14e+00,0,43400
43583	Data	[37]	36 2e 36 33 32 36 37 65 2d 30 32 2c 34 2e 31 32 65 2b 30 30 2c 33 2e 31 31 65 2b 30 30 2c 30 2c 34 33 35 30 30  6.63267e-02,4.12e+00,3.11e+00,0,43500
43683	Data	[37]	36 2e 35 33 34 32 38 65 2d 30 32 2c 34 2e 33 35 65 2b 30 30 2c 32 2e 39 35 65 2b 30 30 2c 30 2c 34 33 36 30 30  6.53428e-02,4.35e+00,2.95e+00,0,43600
43783	Data	[37]	36 2e 35 39 37 39 36 65 2d 30 32 2c 34 2e 33 34 65 2b 30 30 2c 33 2e 30 33 65 2b 30 30 2c 30 2c 34 33 37 30 30  6.59796e-02,4.34e+00,3.03e+00,0,43700
43883	Data	[37]	36 2e 34 35 32 39 37 65 2d 30 32 2c 34 2e 33 38 65 2b 30 30 2c 33 2e 31 39 65 2b 30 30 2c 30 2c 34 33 38 30 30  6.45297e-02,4.38e+00,3.19e+00,0,43800
43983	Data	[37]	36 2e 36 31 36 32 37 65 2d 30 32 2c 34 2e 33 38 65 2b 30 30 2c 33 2e 30 36 65 2b 30 30 2c 30 2c 34 33 39 30 30  6.61627e-02,4.38e+00,3.06e+00,0,43900
