Meter S/N:," ""serial number""",,,,
Sensor, THERMO,SINGLE, 150W-HD,,
Date, 2/14/2014 11:57:03 AM,,,,
Timestamp, Measurement, Sequence, Flags, Flags (interpreted),
0.221696,0.019043457,2265990,0,0,8.14088E-08
0.221702,0.008092809,2266000,0,0,7.16169E-08
0.221709,0.012369158,2266010,0,0,6.24383E-08
0.221715,0.008443621,2266010,0,0,9.90335E-08
0.221722,0.019851655,2266020,0,0,1.0744E-07
0.221728,0.015961645,2266030,0,0,7.76254E-08
0.221734,0.009913477,2266030,0,0,1.22269E-07
0.221741,0.025020573,2266040,0,0,1.01338E-07
0.221747,0.008758907,2266050,0,0,4.31901E-08
0.221754,0.003581108,2266050,0,0,3.66737E-08
0.22176,0.00864345,2266060,0,0,6.90727E-08
0.221766,0.014380773,2266060,0,0,9.39978E-08
0.221773,0.012475733,2266070,0,0,7.61999E-08
0.221779,0.012924239,2266080,0,0,8.73146E-08
0.221786,0.012022787,2266080,0,0,7.07912E-08
0.221792,0.01157428,2266090,0,0,7.88243E-08
0.221798,0.014700499,2266100,0,0,1.20653E-07
0.221805,0.019771723,2266100,0,0,1.15593E-07
0.221811,0.018759254,2266110,0,0,9.65001E-08
0.221818,0.008812196,2266120,0,0,4.65186E-08
0.221824,0.006694005,2266120,0,0,5.15543E-08
0.22183,0.010490762,2266130,0,0,7.48031E-08
0.221837,0.010881539,2266130,0,0,8.14887E-08
0.221843,0.016281372,2266140,0,0,9.00189E-08
0.22185,0.009438328,2266150,0,0,7.34023E-08
0.221856,0.015029107,2266150,0,0,8.52322E-08
0.221862,0.013381626,2266160,0,0,5.94317E-08
0.221869,0.00359887,2266170,0,0,5.12079E-08
0.221875,0.013470439,2266170,0,0,1.04815E-07
0.221882,0.01647676,2266180,0,0,6.96988E-08
0.221888,0.006756174,2266190,0,0,6.20786E-08
0.221894,0.013936708,2266190,0,0,9.88936E-08
0.221901,0.014318603,2266200,0,0,6.54091E-08
0.221907,0.007484441,2266210,0,0,1.00417E-07
0.221914,0.021206053,2266210,0,0,1.07107E-07
0.22192,0.01449623,2266220,0,0,7.06447E-08
0.221926,0.009051991,2266220,0,0,8.18126E-08
0.221933,0.014323044,2266230,0,0,1.07893E-07
0.221939,0.021641238,2266240,0,0,1.14156E-07
0.221946,0.010974793,2266240,0,0,8.75103E-08
0.221952,0.018195292,2266250,0,0,9.31454E-08
0.221958,0.012853188,2266260,0,0,7.61552E-08
0.221965,0.008905449,2266260,0,0,5.89347E-08
0.221971,0.010739438,2266270,0,0,8.03983E-08
0.221978,0.012231497,2266280,0,0,1.01698E-07
0.221984,0.021667881,2266280,0,0,8.10757E-08
0.22199,0.005357368,2266290,0,0,5.15673E-08
0.221997,0.009376158,2266290,0,0,7.08045E-08
0.222003,0.01422535,2266300,0,0,9.02365E-08
0.22201,0.011556518,2266310,0,0,9.13337E-08
0.222016,0.018888034,2266310,0,0,1.09505E-07
0.222022,0.017613567,2266320,0,0,1.05313E-07
0.222029,0.012475733,2266330,0,0,6.25049E-08
0.222035,0.008359249,2266330,0,0,7.83778E-08
0.222042,0.014034402,2266340,0,0,8.02498E-08
0.222048,0.012715528,2266350,0,0,7.36821E-08
0.222054,0.01184516,2266350,0,0,9.86294E-08
0.222061,0.016334658,2266360,0,0,7.72523E-08
0.222067,0.009416124,2266370,0,0,7.76473E-08
0.222074,0.012768816,2266370,0,0,8.97217E-08
0.22208,0.017138418,2266380,0,0,1.05402E-07
0.222086,0.017995464,2266380,0,0,9.92355E-08
0.222093,0.010357542,2266390,0,0,8.75502E-08
0.222099,0.018825864,2266400,0,0,1.13068E-07
0.222106,0.01347932,2266400,0,0,7.67061E-08
0.222112,0.012089396,2266410,0,0,6.834E-08
0.222118,0.010690591,2266420,0,0,7.80514E-08
0.222125,0.011609806,2266420,0,0,7.99434E-08
0.222131,0.015037989,2266430,0,0,8.99257E-08
0.222138,0.010655066,2266440,0,0,6.93791E-08
0.222144,0.012471292,2266440,0,0,6.4037E-08
0.22215,0.008874364,2266450,0,0,7.3513E-08
0.222157,0.012129362,2266450,0,0,7.98635E-08
0.222163,0.014491789,2266460,0,0,8.6009E-08
0.22217,0.010082222,2266470,0,0,6.85131E-08
0.222176,0.012755494,2266470,0,0,7.25497E-08
0.222182,0.01142774,2266480,0,0,7.27515E-08
0.222189,0.009358396,2266490,0,0,7.17237E-08
0.222195,0.014549517,2266490,0,0,1.00914E-07
0.222202,0.014283078,2266500,0,0,9.28124E-08
0.222208,0.016654385,2266510,0,0,9.14935E-08
0.222214,0.013843453,2266510,0,0,8.34135E-08
0.222221,0.009988968,2266520,0,0,8.70973E-08
0.222227,0.019043457,2266530,0,0,9.19306E-08
0.222234,0.007222442,2266530,0,0,7.61067E-08
0.22224,0.018146444,2266540,0,0,9.97398E-08
0.222246,0.015100158,2266540,0,0,1.03696E-07
0.222253,0.014527314,2266550,0,0,8.80298E-08
0.222259,0.014815956,2266560,0,0,7.85332E-08
0.222266,0.007622101,2266560,0,0,6.78337E-08
0.222272,0.014989141,2266570,0,0,7.97302E-08
0.222278,0.011587603,2266580,0,0,1.09649E-07
0.222285,0.019740639,2266580,0,0,8.63779E-08
0.222291,0.009051991,2266590,0,0,6.26024E-08
0.222298,0.008834398,2266600,0,0,3.85787E-08
0.222304,0.004025173,2266600,0,0,7.55072E-08
0.22231,0.021143885,2266610,0,0,1.35791E-07
0.222317,0.017653532,2266620,0,0,9.81412E-08
0.222323,0.015060192,2266620,0,0,1.07815E-07
0.22233,0.015744053,2266630,0,0,8.09559E-08
0.222336,0.011241232,2266630,0,0,9.03478E-08
0.222342,0.018874712,2266640,0,0,1.27274E-07
0.222349,0.017489228,2266650,0,0,8.61248E-08
0.222355,0.011219028,2266650,0,0,1.03774E-07
0.222362,0.018430647,2266660,0,0,1.12969E-07
0.222368,0.019225523,2266670,0,0,1.1121E-07
0.222374,0.017844481,2266670,0,0,1.03525E-07
0.222381,0.011734144,2266680,0,0,6.62351E-08
0.222387,0.01034422,2266690,0,0,7.6606E-08
0.222394,0.011543196,2266690,0,0,7.84247E-08
0.2224,0.014598364,2266700,0,0,8.67109E-08
0.222406,0.014305281,2266700,0,0,9.62825E-08
0.222413,0.013204,2266710,0,0,9.35984E-08
0.222419,0.017995464,2266720,0,0,9.32051E-08
0.222426,0.008634569,2266720,0,0,8.48459E-08
0.222432,0.019647386,2266730,0,0,1.01325E-07
0.222438,0.014127655,2266740,0,0,9.62359E-08
0.222445,0.013368304,2266740,0,0,1.00299E-07
0.222451,0.020064807,2266750,0,0,1.07846E-07
0.222458,0.010748319,2266760,0,0,7.8851E-08
0.222464,0.015535342,2266760,0,0,8.47659E-08
0.22247,0.012719968,2266770,0,0,1.02437E-07
0.222477,0.01654781,2266770,0,0,7.81982E-08
0.222483,0.009518259,2266780,0,0,7.52382E-08
0.22249,0.01197838,2266790,0,0,7.34822E-08
0.222496,0.012515699,2266790,0,0,8.0383E-08
0.222502,0.014278637,2266800,0,0,7.04978E-08
0.222509,0.005863603,2266810,0,0,6.3957E-08
0.222515,0.01545541,2266810,0,0,1.02484E-07
0.222522,0.013825691,2266820,0,0,8.71506E-08
0.222528,0.015224496,2266830,0,0,1.28795E-07
0.222534,0.027707167,2266830,0,0,1.67979E-07
0.222541,0.020286839,2266840,0,0,1.1478E-07
0.222547,0.017973259,2266850,0,0,1.08934E-07
0.222554,0.013150712,2266850,0,0,8.1955E-08
0.22256,0.014167621,2266860,0,0,1.06161E-07
0.222566,0.021219376,2266870,0,0,1.04442E-07
0.222573,0.008621247,2266870,0,0,8.19017E-08
0.222579,0.018679323,2266880,0,0,1.09385E-07
0.222586,0.012573428,2266880,0,0,8.95752E-08
0.222592,0.017284958,2266890,0,0,1.1935E-07
0.222598,0.022498284,2266900,0,0,1.21896E-07
0.222605,0.012329192,2266900,0,0,8.28343E-08
0.222611,0.015282225,2266910,0,0,8.48434E-08
0.222618,0.008958737,2266920,0,0,5.83885E-08
0.222624,0.010504084,2266920,0,0,7.94505E-08
0.22263,0.015979407,2266930,0,0,1.13084E-07
0.222637,0.016330218,2266930,0,0,8.95085E-08
0.222643,0.013505965,2266940,0,0,1.30755E-07
0.22265,0.023852682,2266950,0,0,1.35909E-07
0.222656,0.02145029,2266950,0,0,9.61962E-08
0.222662,0.0106151,2266960,0,0,7.44145E-08
0.222669,0.010646185,2266970,0,0,7.50409E-08
0.222675,0.014367451,2266970,0,0,1.28377E-07
0.222682,0.022311777,2266980,0,0,1.11889E-07
0.222688,0.014984701,2266990,0,0,9.90604E-08
0.222694,0.018035429,2266990,0,0,9.66866E-08
0.222701,0.00958931,2267000,0,0,7.00185E-08
0.222707,0.0137502,2267010,0,0,9.3174E-08
0.222714,0.012870951,2267010,0,0,8.12623E-08
0.22272,0.014216469,2267020,0,0,7.30693E-08
0.222726,0.010139951,2267020,0,0,7.12905E-08
0.222733,0.010228763,2267030,0,0,4.488E-08
0.222739,0.004731236,2267040,0,0,5.91053E-08
0.222746,0.012156006,2267040,0,0,5.43519E-08
0.222752,0.005961297,2267050,0,0,7.32824E-08
0.222758,0.018466173,2267060,0,0,1.13597E-07
0.222765,0.013989995,2267060,0,0,8.9322E-08
0.222771,0.015784018,2267070,0,0,1.02872E-07
0.222778,0.013608099,2267080,0,0,7.6866E-08
0.222784,0.012013905,2267080,0,0,7.47478E-08
0.22279,0.012902035,2267090,0,0,9.01588E-08
0.222797,0.012857629,2267090,0,0,8.01032E-08
0.222803,0.013843453,2267100,0,0,1.19518E-07
0.22281,0.020304602,2267110,0,0,9.96466E-08
0.222816,0.012910916,2267120,0,0,7.86778E-08
0.222822,0.013315016,2267120,0,0,1.09369E-07
0.222829,0.017933294,2267130,0,0,1.05974E-07
0.222835,0.017391535,2267130,0,0,1.10892E-07
0.222842,0.01429196,2267140,0,0,8.13555E-08
0.222848,0.012826544,2267150,0,0,8.84161E-08
0.222854,0.016645504,2267150,0,0,1.37065E-07
0.222861,0.022516046,2267160,0,0,8.70706E-08
0.222867,0.006507497,2267170,0,0,9.0392E-08
0.222874,0.019318776,2267170,0,0,1.08785E-07
0.22288,0.016943028,2267180,0,0,9.87939E-08
0.222886,0.015988288,2267180,0,0,1.03681E-07
0.222893,0.013634743,2267190,0,0,7.89975E-08
0.222899,0.012697766,2267200,0,0,9.01122E-08
0.222906,0.013048577,2267200,0,0,1.19896E-07
0.222912,0.026916731,2267210,0,0,1.09731E-07
0.222918,0.009660359,2267220,0,0,7.89218E-08
0.222925,0.012888714,2267220,0,0,7.81316E-08
0.222931,0.013155153,2267230,0,0,9.87692E-08
0.222938,0.015064633,2267240,0,0,9.19331E-08
0.222944,0.015579748,2267240,0,0,8.85494E-08
0.22295,0.013936708,2267250,0,0,9.51324E-08
0.222957,0.013243966,2267250,0,0,8.19017E-08
0.222963,0.014056605,2267260,0,0,7.45388E-08
0.22297,0.007240205,2267270,0,0,6.40636E-08
0.222976,0.014114333,2267270,0,0,1.0375E-07
0.222982,0.020468906,2267280,0,0,1.06105E-07
0.222989,0.009846867,2267290,0,0,5.59639E-08
0.222995,0.008807755,2267290,0,0,7.6637E-08
0.223002,0.013088543,2267300,0,0,7.6866E-08
0.223008,0.012533462,2267310,0,0,7.55871E-08
0.223014,0.01266224,2267310,0,0,1.04364E-07
0.223021,0.01715618,2267320,0,0,6.23584E-08
0.223027,0.003629955,2267330,0,0,4.14182E-08
0.223034,0.008203826,2267330,0,0,5.44052E-08
0.22304,0.009931239,2267340,0,0,8.36469E-08
0.223046,0.017951056,2267340,0,0,9.65312E-08
0.223053,0.009629276,2267350,0,0,7.53073E-08
0.223059,0.015473173,2267360,0,0,9.76191E-08
0.223066,0.012418005,2267360,0,0,8.39666E-08
0.223072,0.015570867,2267370,0,0,9.26126E-08
0.223078,0.015299987,2267380,0,0,8.47812E-08
0.223085,0.008923212,2267380,0,0,6.2798E-08
0.223091,0.012009464,2267390,0,0,7.53781E-08
0.223098,0.00952714,2267400,0,0,1.04616E-07
0.223104,0.025344741,2267400,0,0,1.27503E-07
0.22311,0.01715618,2267410,0,0,1.16892E-07
0.223117,0.016241405,2267410,0,0,8.55386E-08
0.223123,0.012271463,2267420,0,0,1.07224E-07
0.22313,0.018364036,2267430,0,0,8.25278E-08
0.223136,0.009145244,2267430,0,0,7.09377E-08
0.223142,0.01450067,2267440,0,0,7.97144E-08
0.223149,0.008274877,2267450,0,0,7.86645E-08
0.223155,0.017946616,2267450,0,0,1.28564E-07
0.223162,0.0187859,2267460,0,0,1.00819E-07
0.223168,0.014820397,2267470,0,0,6.24916E-08
0.223174,0.006010144,2267470,0,0,9.87382E-08
0.223181,0.02220076,2267480,0,0,9.00947E-08
0.223187,0.007830812,2267490,0,0,4.51328E-08
0.223194,0.005064285,2267490,0,0,5.37125E-08
0.2232,0.012839867,2267500,0,0,1.08732E-07
0.223206,0.023404177,2267500,0,0,1.3203E-07
0.223213,0.014318603,2267510,0,0,7.05114E-08
0.223219,0.00918521,2267520,0,0,8.40352E-08
0.223226,0.014824837,2267520,0,0,1.14634E-07
0.223232,0.023386413,2267530,0,0,1.02124E-07
0.223238,0.010655066,2267540,0,0,8.08956E-08
0.223245,0.012457971,2267540,0,0,9.88339E-08
0.223251,0.020486668,2267550,0,0,1.12913E-07
0.223258,0.01177411,2267560,0,0,7.79984E-08
0.223264,0.01422535,2267560,0,0,8.40066E-08
0.22327,0.013776843,2267570,0,0,9.12002E-08
0.223277,0.012280344,2267570,0,0,6.65548E-08
0.223283,0.009904596,2267580,0,0,7.2192E-08
0.22329,0.010721676,2267590,0,0,7.32291E-08
0.223296,0.013688031,2267590,0,0,7.40284E-08
0.223302,0.010988114,2267600,0,0,8.47501E-08
0.223309,0.013226203,2267610,0,0,7.09644E-08
0.223315,0.010428593,2267610,0,0,7.59843E-08
0.223322,0.011281198,2267620,0,0,7.80117E-08
0.223328,0.014722703,2267630,0,0,9.2133E-08
0.223334,0.015988288,2267630,0,0,9.00656E-08
0.223341,0.009744733,2267640,0,0,6.38238E-08
0.223347,0.011529874,2267650,0,0,1.09664E-07
0.223354,0.019802809,2267650,0,0,9.32653E-08
0.22336,0.011285638,2267660,0,0,7.96636E-08
0.223366,0.015268903,2267660,0,0,1.1613E-07
0.223373,0.01791109,2267670,0,0,9.99396E-08
0.223379,0.015402122,2267680,0,0,1.00028E-07
0.223386,0.013177356,2267680,0,0,5.86549E-08
0.223392,0.006374278,2267690,0,0,4.73579E-08
0.223398,0.009411683,2267700,0,0,1.01738E-07
0.223405,0.019656267,2267700,0,0,9.88606E-08
0.223411,0.013297253,2267710,0,0,8.88688E-08
0.223418,0.012093837,2267720,0,0,7.37753E-08
0.223424,0.012497936,2267720,0,0,8.64445E-08
0.22343,0.016316896,2267730,0,0,1.11825E-07
0.223437,0.015633035,2267730,0,0,9.81945E-08
0.223443,0.017098451,2267740,0,0,1.17171E-07
0.22345,0.016379066,2267750,0,0,8.29941E-08
0.223456,0.011285638,2267750,0,0,8.29009E-08
0.223462,0.016347982,2267760,0,0,1.08219E-07
0.223469,0.014571721,2267770,0,0,6.4823E-08
0.223475,0.007035935,2267770,0,0,7.46476E-08
0.223482,0.01429196,2267780,0,0,6.78737E-08
0.223488,0.008332605,2267790,0,0,7.65729E-08
0.223494,0.017191704,2267790,0,0,1.06634E-07
0.223501,0.013275051,2267800,0,0,8.24346E-08
0.223507,0.014203146,2267810,0,0,1.0222E-07
0.223514,0.015002464,2267810,0,0,9.45309E-08
0.22352,0.016507845,2267820,0,0,1.04123E-07
0.223526,0.018199733,2267820,0,0,1.11778E-07
0.223533,0.013736878,2267830,0,0,8.51523E-08
0.223539,0.014647212,2267840,0,0,1.0365E-07
0.223546,0.014966939,2267840,0,0,1.09478E-07
0.223552,0.021525782,2267850,0,0,9.86074E-08
0.223558,0.011343366,2267860,0,0,1.03261E-07
0.223565,0.018159768,2267860,0,0,1.15939E-07
0.223571,0.020486668,2267870,0,0,1.06603E-07
0.223578,0.009971205,2267880,0,0,7.33757E-08
0.223584,0.014487348,2267880,0,0,9.26392E-08
0.22359,0.016392387,2267890,0,0,1.07551E-07
0.223597,0.014336366,2267890,0,0,7.219E-08
0.223603,0.00972697,2267900,0,0,7.55335E-08
0.22361,0.011854041,2267910,0,0,9.42645E-08
0.223616,0.019567454,2267910,0,0,1.08119E-07
0.223622,0.016472319,2267920,0,0,7.95124E-08
0.223629,0.006245499,2267930,0,0,6.80868E-08
0.223635,0.016450116,2267930,0,0,1.02282E-07
0.223642,0.012773257,2267940,0,0,7.39352E-08
0.223648,0.011871804,2267950,0,0,8.28343E-08
0.223654,0.015739612,2267950,0,0,1.27134E-07
0.223661,0.020584363,2267960,0,0,1.00473E-07
0.223667,0.012906476,2267970,0,0,8.41595E-08
0.223674,0.011139097,2267970,0,0,6.83266E-08
0.22368,0.01163645,2267980,0,0,6.6395E-08
0.223686,0.010495203,2267980,0,0,1.09245E-07
0.223693,0.020717582,2267990,0,0,1.2308E-07
0.223699,0.020309042,2268000,0,0,1.35185E-07
0.223706,0.01831519,2268000,0,0,9.15735E-08
0.223712,0.012209293,2268010,0,0,8.14221E-08
0.223718,0.014931413,2268020,0,0,9.3547E-08
0.223725,0.011796313,2268020,0,0,6.55157E-08
0.223731,0.010042256,2268030,0,0,9.45884E-08
0.223738,0.016982995,2268040,0,0,7.80383E-08
0.223744,0.009029787,2268040,0,0,7.24564E-08
0.22375,0.015122361,2268050,0,0,1.10333E-07
0.223757,0.016401269,2268050,0,0,7.34023E-08
0.223763,0.008066166,2268060,0,0,9.68575E-08
0.22377,0.019607419,2268070,0,0,8.88291E-08
0.223776,0.01000229,2268070,0,0,7.23365E-08
0.223782,0.014109893,2268080,0,0,9.01744E-08
0.223789,0.011654212,2268090,0,0,8.52988E-08
0.223795,0.016778724,2268090,0,0,1.14576E-07
0.223802,0.015957205,2268100,0,0,8.5059E-08
0.223808,0.012395801,2268110,0,0,7.85845E-08
0.223814,0.013799047,2268110,0,0,9.58007E-08
0.223821,0.013572574,2268120,0,0,7.90375E-08
0.223827,0.012773257,2268130,0,0,1.09043E-07
0.223834,0.018381799,2268130,0,0,1.15047E-07
0.22384,0.019967113,2268140,0,0,1.09691E-07
0.223846,0.016596658,2268140,0,0,8.94439E-08
0.223853,0.008958737,2268150,0,0,5.1168E-08
0.223859,0.008097251,2268160,0,0,7.27359E-08
0.223866,0.012684444,2268160,0,0,7.82781E-08
0.223872,0.01340827,2268170,0,0,4.70648E-08
0.223878,0.002279997,2268180,0,0,5.365E-08
0.223885,0.013048577,2268180,0,0,6.87796E-08
0.223891,0.009877952,2268190,0,0,8.94283E-08
0.223898,0.015673002,2268200,0,0,9.86474E-08
0.223904,0.017209468,2268200,0,0,1.00179E-07
0.22391,0.016183676,2268210,0,0,1.1327E-07
0.223917,0.016179236,2268210,0,0,9.78348E-08
0.223923,0.016432354,2268220,0,0,1.13068E-07
0.22393,0.015872831,2268230,0,0,9.40247E-08
0.223936,0.015468732,2268230,0,0,8.31273E-08
0.223942,0.012240378,2268240,0,0,8.79052E-08
0.223949,0.012875391,2268250,0,0,1.03283E-07
0.223955,0.021552425,2268250,0,0,1.01753E-07
0.223962,0.007519966,2268260,0,0,7.18303E-08
0.223968,0.016423471,2268270,0,0,1.04256E-07
0.223974,0.018328512,2268270,0,0,1.20933E-07
0.223981,0.016223643,2268280,0,0,8.75902E-08
0.223987,0.012973086,2268290,0,0,8.90398E-08
0.223994,0.012466852,2268290,0,0,9.75017E-08
0.224,0.020033723,2268300,0,0,9.76749E-08
0.224006,0.012524581,2268300,0,0,9.09049E-08
0.224013,0.013448236,2268310,0,0,9.17333E-08
0.224019,0.017129535,2268320,0,0,1.20342E-07
0.224026,0.017253874,2268320,0,0,1.21708E-07
0.224032,0.023315363,2268330,0,0,1.15087E-07
0.224038,0.01504687,2268340,0,0,9.93599E-08
0.224045,0.01334166,2268340,0,0,9.18399E-08
0.224051,0.017271636,2268350,0,0,1.40935E-07
0.224058,0.022995636,2268360,0,0,1.01405E-07
0.224064,0.010806048,2268360,0,0,7.48944E-08
0.22407,0.01415874,2268370,0,0,1.17467E-07
0.224077,0.019403148,2268370,0,0,9.79813E-08
0.224083,0.013257287,2268380,0,0,1.10208E-07
0.22409,0.018230818,2268390,0,0,9.6023E-08
0.224096,0.013776843,2268390,0,0,7.68793E-08
0.224102,0.011849601,2268400,0,0,1.08841E-07
0.224109,0.019247727,2268410,0,0,7.63997E-08
0.224115,0.006218855,2268410,0,0,9.51479E-08
0.224122,0.020966258,2268420,0,0,1.09518E-07
0.224128,0.015539782,2268430,0,0,7.50143E-08
0.224134,0.009464971,2268430,0,0,9.26456E-08
0.224141,0.017005198,2268440,0,0,1.06521E-07
0.224147,0.018501697,2268450,0,0,1.15788E-07
0.224154,0.014580602,2268450,0,0,1.17924E-07
0.22416,0.02472749,2268460,0,0,1.32072E-07
0.224166,0.019296573,2268460,0,0,1.13068E-07
0.224173,0.013008611,2268470,0,0,8.52722E-08
0.224179,0.015415444,2268480,0,0,1.06292E-07
0.224186,0.014953616,2268480,0,0,9.29989E-08
0.224192,0.016046017,2268490,0,0,9.557E-08
0.224198,0.015810663,2268500,0,0,9.87071E-08
0.224205,0.01239136,2268500,0,0,9.14269E-08
0.224211,0.018084276,2268510,0,0,1.02297E-07
0.224218,0.011143537,2268520,0,0,9.03878E-08
0.224224,0.018985728,2268520,0,0,9.06942E-08
0.22423,0.011245673,2268530,0,0,1.06027E-07
0.224237,0.019047897,2268530,0,0,8.61248E-08
0.224243,0.009660359,2268540,0,0,6.12968E-08
0.22425,0.007853014,2268550,0,0,7.55205E-08
0.224256,0.017320484,2268550,0,0,9.7515E-08
0.224262,0.01518453,2268560,0,0,1.13581E-07
0.224269,0.017267196,2268570,0,0,9.97665E-08
0.224275,0.015988288,2268570,0,0,1.00246E-07
0.224282,0.012653359,2268580,0,0,8.1542E-08
0.224288,0.014527314,2268590,0,0,6.08131E-08
0.224294,0.005743705,2268590,0,0,7.70722E-08
0.224301,0.016276931,2268600,0,0,9.55034E-08
0.224307,0.015557545,2268610,0,0,1.01303E-07
0.224314,0.013386066,2268610,0,0,6.87396E-08
0.22432,0.00952714,2268620,0,0,7.76254E-08
0.224326,0.016347982,2268620,0,0,1.1557E-07
0.224333,0.016672149,2268630,0,0,9.27191E-08
0.224339,0.014234231,2268640,0,0,1.01862E-07
0.224346,0.014869244,2268640,0,0,1.07906E-07
0.224352,0.021099478,2268650,0,0,9.84343E-08
0.224358,0.011711941,2268660,0,0,8.23566E-08
0.224365,0.011818516,2268660,0,0,1.01219E-07
0.224371,0.021921,2268670,0,0,1.55343E-07
0.224378,0.022462759,2268680,0,0,1.32419E-07
0.224384,0.021676762,2268680,0,0,1.14647E-07
0.22439,0.016538929,2268690,0,0,1.18026E-07
0.224397,0.017182823,2268690,0,0,1.08905E-07
0.224403,0.019118948,2268700,0,0,1.24787E-07
0.22441,0.016534489,2268710,0,0,7.79184E-08
0.224416,0.009438328,2268710,0,0,9.48773E-08
0.224422,0.022187438,2268720,0,0,1.23046E-07
0.224429,0.012968645,2268730,0,0,1.05402E-07
0.224435,0.022165235,2268730,0,0,1.22642E-07
0.224442,0.012875391,2268740,0,0,5.8122E-08
0.224448,0.006498616,2268750,0,0,3.8219E-08
0.224454,0.006241058,2268750,0,0,9.06251E-08
0.224461,0.019651826,2268760,0,0,1.08812E-07
0.224467,0.016618861,2268770,0,0,1.12695E-07
0.224474,0.015579748,2268770,0,0,7.16971E-08
0.22448,0.008319283,2268780,0,0,6.30778E-08
0.224486,0.012706647,2268780,0,0,1.0365E-07
0.224493,0.016907504,2268790,0,0,9.33852E-08
0.224499,0.014220909,2268800,0,0,9.08427E-08
0.224506,0.011734144,2268800,0,0,1.11183E-07
0.224512,0.025326978,2268810,0,0,1.18537E-07
0.224518,0.014185384,2268820,0,0,1.08608E-07
0.224525,0.016845334,2268820,0,0,8.36202E-08
0.224531,0.01102808,2268830,0,0,1.04893E-07
0.224538,0.018941322,2268840,0,0,9.88606E-08
0.224544,0.014012198,2268840,0,0,6.53692E-08
0.22455,0.007777524,2268850,0,0,8.78586E-08
0.224557,0.017324924,2268850,0,0,7.57736E-08
0.224563,0.007932946,2268860,0,0,8.10044E-08
0.22457,0.015211174,2268870,0,0,8.60582E-08
0.224576,0.01347488,2268870,0,0,9.33186E-08
0.224582,0.01763133,2268880,0,0,1.1442E-07
0.224589,0.015060192,2268890,0,0,7.97036E-08
0.224595,0.011507671,2268890,0,0,1.07535E-07
0.224602,0.019216642,2268900,0,0,1.00806E-07
0.224608,0.014385213,2268910,0,0,7.33357E-08
0.224614,0.010060019,2268910,0,0,8.91486E-08
0.224621,0.015411003,2268920,0,0,9.40247E-08
0.224627,0.015930559,2268930,0,0,1.06152E-07
0.224634,0.014398535,2268930,0,0,5.84151E-08
0.22464,0.005073167,2268940,0,0,7.11509E-08
0.224646,0.018643798,2268940,0,0,8.54029E-08
0.224653,0.005757027,2268950,0,0,6.53958E-08
0.224659,0.016041577,2268960,0,0,1.0295E-07
0.224666,0.013372744,2268960,0,0,9.75284E-08
0.224672,0.01913671,2268970,0,0,1.13195E-07
0.224678,0.01859495,2268980,0,0,1.27118E-07
0.224685,0.017724583,2268980,0,0,1.16605E-07
0.224691,0.021143885,2268990,0,0,1.30693E-07
0.224698,0.016197,2269000,0,0,7.88243E-08
0.224704,0.010077781,2269000,0,0,8.72571E-08
0.22471,0.019007931,2269010,0,0,8.87289E-08
0.224717,0.006343193,2269010,0,0,3.09319E-08
0.224723,0.003967444,2269020,0,0,3.47817E-08
0.22473,0.005970179,2269030,0,0,5.11147E-08
0.224736,0.011068046,2269030,0,0,6.66214E-08
0.224742,0.011139097,2269040,0,0,9.02055E-08
0.224749,0.014633889,2269050,0,0,1.07333E-07
0.224755,0.021143885,2269050,0,0,1.16254E-07
0.224762,0.012071634,2269060,0,0,8.53121E-08
0.224768,0.016365744,2269070,0,0,7.25097E-08
0.224774,0.007804167,2269070,0,0,6.97674E-08
0.224781,0.012129362,2269080,0,0,6.96588E-08
0.224787,0.01109025,2269090,0,0,6.56953E-08
0.224794,0.007679829,2269090,0,0,4.79973E-08
0.2248,0.008319283,2269100,0,0,6.09196E-08
0.224806,0.011987261,2269100,0,0,8.03672E-08
0.224813,0.010974793,2269110,0,0,5.53111E-08
0.224819,0.007462237,2269120,0,0,8.13153E-08
0.224826,0.015770696,2269120,0,0,8.24612E-08
0.224832,0.011716382,2269130,0,0,6.37705E-08
0.224838,0.009540462,2269140,0,0,6.40478E-08
0.224845,0.008758907,2269140,0,0,8.14621E-08
0.224851,0.018395122,2269150,0,0,1.23854E-07
