Meter S/N:," ""serial number""",,,,
Sensor, THERMO,SINGLE, 150W-HD,,
Date, 2/14/2014 11:57:03 AM,,,,
Timestamp, Measurement, Sequence, Flags, Flags (interpreted),
0.210144,0.391147852,2638440,0,0,2.32194E-06
0.21015,0.382830501,2638450,0,0,2.69223E-06
0.210157,0.386378586,2638450,0,0,2.24612E-06
0.210163,0.362328023,2638460,0,0,2.5766E-06
0.21017,0.373842627,2638470,0,0,2.21291E-06
0.210176,0.363793433,2638470,0,0,2.16948E-06
0.210182,0.359366119,2638480,0,0,2.46615E-06
0.210189,0.345249265,2638490,0,0,2.06118E-06
0.210195,0.341812223,2638490,0,0,2.38502E-06
0.210202,0.339622974,2638500,0,0,2.01995E-06
0.210208,0.333694696,2638510,0,0,1.99813E-06
0.210214,0.332349181,2638510,0,0,2.33087E-06
0.210221,0.333614767,2638520,0,0,1.98189E-06
0.210227,0.327015966,2638530,0,0,2.27635E-06
0.210234,0.323370188,2638530,0,0,1.91518E-06
0.21024,0.315021753,2638540,0,0,1.88653E-06
0.210246,0.313822776,2638540,0,0,2.1847E-06
0.210253,0.310376853,2638550,0,0,1.84346E-06
0.210259,0.304111093,2638560,0,0,2.12921E-06
0.210266,0.304235429,2638560,0,0,1.80447E-06
0.210272,0.297254711,2638570,0,0,1.77129E-06
0.210278,0.29317376,2638580,0,0,2.00739E-06
0.210285,0.280366927,2638580,0,0,1.67068E-06
0.210291,0.276525766,2638590,0,0,1.96471E-06
0.210298,0.284820884,2638600,0,0,1.70288E-06
0.210304,0.282804847,2638600,0,0,1.6538E-06
0.21031,0.268461525,2638610,0,0,1.88571E-06
0.210317,0.270313293,2638610,0,0,1.60993E-06
0.210323,0.266330034,2638620,0,0,1.86171E-06
0.21033,0.265588433,2638630,0,0,1.57303E-06
0.210336,0.258754253,2638630,0,0,1.5408E-06
0.210342,0.254846483,2638640,0,0,1.77746E-06
0.210349,0.252999187,2638650,0,0,1.52733E-06
0.210355,0.256112069,2638650,0,0,1.75805E-06
0.210362,0.246187225,2638660,0,0,1.48926E-06
0.210368,0.250232667,2638670,0,0,1.46909E-06
0.210374,0.239464074,2638670,0,0,1.68281E-06
0.210381,0.24133803,2638680,0,0,1.42674E-06
0.210387,0.234241873,2638690,0,0,1.66178E-06
0.210394,0.240552038,2638690,0,0,1.40598E-06
0.2104,0.22810933,2638700,0,0,1.37778E-06
0.210406,0.231151178,2638700,0,0,1.5816E-06
0.210413,0.220733404,2638710,0,0,1.32584E-06
0.210419,0.221212998,2638720,0,0,1.55931E-06
0.210426,0.224303693,2638720,0,0,1.32264E-06
0.210432,0.216576964,2638730,0,0,1.3195E-06
0.210438,0.223255694,2638740,0,0,1.556E-06
0.210445,0.221315131,2638740,0,0,1.30917E-06
0.210451,0.215076014,2638750,0,0,1.49571E-06
0.210458,0.21226953,2638760,0,0,1.27471E-06
0.210464,0.212633654,2638760,0,0,1.25728E-06
0.21047,0.206461161,2638770,0,0,1.43366E-06
0.210477,0.203157306,2638770,0,0,1.19094E-06
0.210483,0.193823054,2638780,0,0,1.36711E-06
0.21049,0.196780533,2638790,0,0,1.1973E-06
0.210496,0.202318028,2638790,0,0,1.16654E-06
0.210502,0.186527073,2638800,0,0,1.3298E-06
0.210509,0.193414524,2638810,0,0,1.14791E-06
0.210515,0.189222544,2638810,0,0,1.32893E-06
0.210522,0.190470368,2638820,0,0,1.13993E-06
0.210528,0.189506754,2638830,0,0,1.12457E-06
0.210534,0.185350299,2638830,0,0,1.31329E-06
0.210541,0.18987532,2638840,0,0,1.13828E-06
0.210547,0.18955116,2638850,0,0,1.29467E-06
0.210554,0.180354565,2638850,0,0,1.08726E-06
0.21056,0.18206422,2638860,0,0,1.08078E-06
0.210566,0.1781964,2638860,0,0,1.25448E-06
0.210573,0.18022579,2638870,0,0,1.1037E-06
0.210579,0.187672764,2638880,0,0,1.25771E-06
0.210586,0.171673089,2638880,0,0,1.04213E-06
0.210592,0.175705209,2638890,0,0,1.02884E-06
0.210598,0.16724132,2638900,0,0,1.18416E-06
0.210605,0.171091363,2638900,0,0,1.0351E-06
0.210611,0.173942268,2638910,0,0,1.17153E-06
0.210618,0.160780177,2638920,0,0,9.71848E-07
0.210624,0.16316925,2638920,0,0,9.65893E-07
0.21063,0.158795208,2638930,0,0,1.10415E-06
0.210637,0.156677008,2638940,0,0,9.44538E-07
0.210643,0.158169076,2638940,0,0,1.13434E-06
0.21065,0.165926889,2638950,0,0,9.95814E-07
0.210656,0.166011259,2638950,0,0,9.63402E-07
0.210662,0.155122787,2638960,0,0,1.09441E-06
0.210669,0.157565147,2638970,0,0,9.28445E-07
0.210675,0.151916638,2638970,0,0,1.11817E-06
0.210682,0.167561054,2638980,0,0,9.52545E-07
0.210688,0.149953857,2638990,0,0,8.97392E-07
0.210694,0.149176747,2638990,0,0,1.06267E-06
0.210701,0.154443368,2639000,0,0,8.85216E-07
0.210707,0.140628502,2639010,0,0,1.02472E-06
0.210714,0.152147546,2639010,0,0,9.02587E-07
0.21072,0.148714915,2639020,0,0,8.92956E-07
0.210726,0.148936957,2639020,0,0,1.03842E-06
0.210733,0.147755742,2639030,0,0,8.6819E-07
0.210739,0.141640961,2639040,0,0,9.6679E-07
0.210746,0.13458477,2639040,0,0,8.32314E-07
0.210752,0.14285326,2639050,0,0,8.47821E-07
0.210758,0.139753684,2639060,0,0,1.01147E-06
0.210765,0.149238914,2639060,0,0,8.74292E-07
0.210771,0.142191604,2639070,0,0,9.80763E-07
0.210778,0.138026267,2639080,0,0,8.18259E-07
0.210784,0.134726867,2639080,0,0,7.9055E-07
0.21079,0.128789723,2639090,0,0,9.16759E-07
0.210797,0.133141562,2639090,0,0,7.9027E-07
0.210803,0.130281776,2639100,0,0,9.26411E-07
0.21081,0.134407148,2639110,0,0,8.12744E-07
0.210816,0.136507571,2639110,0,0,7.97411E-07
0.210822,0.12929596,2639120,0,0,8.83235E-07
0.210829,0.123056836,2639130,0,0,7.63027E-07
0.210835,0.131285369,2639130,0,0,9.0431E-07
0.210842,0.127088949,2639140,0,0,7.48692E-07
0.210848,0.12247511,2639150,0,0,7.50411E-07
0.210854,0.127661794,2639150,0,0,8.71516E-07
0.210861,0.121342748,2639160,0,0,7.10098E-07
0.210867,0.115356751,2639170,0,0,8.32209E-07
0.210874,0.122417383,2639170,0,0,7.19637E-07
0.21088,0.117461614,2639180,0,0,7.19437E-07
0.210886,0.122350775,2639180,0,0,8.41333E-07
0.210893,0.118030019,2639190,0,0,7.03797E-07
0.210899,0.116569042,2639200,0,0,8.32023E-07
0.210906,0.121151797,2639200,0,0,7.28842E-07
0.210912,0.121795692,2639210,0,0,6.96523E-07
0.210918,0.110378779,2639220,0,0,7.7907E-07
0.210925,0.11221277,2639220,0,0,6.6956E-07
0.210931,0.110973828,2639230,0,0,7.80873E-07
0.210938,0.112132832,2639240,0,0,6.83215E-07
0.210944,0.115605421,2639250,0,0,7.01945E-07
0.21095,0.118376389,2639250,0,0,8.20335E-07
0.210957,0.116005085,2639250,0,0,6.78166E-07
0.210963,0.110050172,2639260,0,0,7.60855E-07
0.21097,0.107336931,2639270,0,0,6.52255E-07
0.210976,0.110081255,2639270,0,0,6.73823E-07
0.210982,0.114526346,2639280,0,0,7.97908E-07
0.210989,0.113447271,2639290,0,0,6.52468E-07
0.210995,0.104041971,2639290,0,0,7.47349E-07
0.211002,0.109486207,2639300,0,0,6.50083E-07
0.211008,0.107208155,2639310,0,0,6.46366E-07
0.211014,0.108247265,2639310,0,0,7.38754E-07
0.211021,0.102825232,2639320,0,0,6.12941E-07
0.211027,0.10148859,2639330,0,0,7.4438E-07
0.211034,0.111191414,2639330,0,0,6.30846E-07
0.21104,0.099090643,2639340,0,0,5.88189E-07
0.211046,0.096972451,2639340,0,0,7.23414E-07
0.211053,0.109717123,2639350,0,0,6.27516E-07
0.211059,0.099454775,2639360,0,0,7.05757E-07
0.211066,0.102190219,2639360,0,0,6.32525E-07
0.211072,0.108651362,2639370,0,0,6.28875E-07
0.211078,0.100973479,2639380,0,0,7.17259E-07
0.211085,0.103957593,2639380,0,0,5.84353E-07
0.211091,0.090826586,2639390,0,0,6.54561E-07
0.211098,0.096190892,2639400,0,0,5.72203E-07
0.211104,0.094543412,2639400,0,0,6.02883E-07
0.21111,0.106417716,2639410,0,0,7.15596E-07
0.211117,0.098038204,2639410,0,0,5.73189E-07
0.211123,0.093024708,2639420,0,0,6.57887E-07
0.21113,0.094943076,2639430,0,0,5.61719E-07
0.211136,0.092296444,2639430,0,0,5.55284E-07
0.211142,0.09279824,2639440,0,0,6.47629E-07
0.211149,0.092238717,2639450,0,0,5.51234E-07
0.211155,0.091506012,2639450,0,0,6.18923E-07
0.211162,0.085329063,2639460,0,0,5.2451E-07
0.211168,0.089507714,2639470,0,0,5.31678E-07
0.211174,0.087718129,2639470,0,0,6.32849E-07
0.211181,0.093095765,2639480,0,0,5.43747E-07
0.211187,0.088153318,2639490,0,0,6.22295E-07
0.211194,0.089645378,2639490,0,0,5.13027E-07
0.2112,0.081363559,2639500,0,0,5.1348E-07
0.211206,0.089796357,2639500,0,0,6.06862E-07
0.211213,0.083592765,2639510,0,0,5.24017E-07
0.211219,0.091079704,2639520,0,0,6.20011E-07
0.211226,0.086066209,2639520,0,0,4.95562E-07
0.211232,0.079121031,2639530,0,0,4.82027E-07
0.211238,0.08155451,2639540,0,0,6.12628E-07
0.211245,0.093482099,2639540,0,0,5.33969E-07
0.211251,0.08450754,2639550,0,0,5.70493E-07
0.211258,0.078490458,2639560,0,0,4.82639E-07
0.211264,0.082389347,2639560,0,0,5.08537E-07
0.21127,0.087123089,2639570,0,0,5.89361E-07
0.211277,0.081265867,2639570,0,0,4.7763E-07
0.211283,0.077944256,2639580,0,0,5.60795E-07
0.21129,0.082282774,2639590,0,0,4.87302E-07
0.211296,0.08015126,2639590,0,0,4.85091E-07
0.211302,0.081545629,2639600,0,0,5.75762E-07
0.211309,0.082957752,2639610,0,0,4.84718E-07
0.211315,0.078614794,2639610,0,0,5.2542E-07
0.211322,0.071505316,2639620,0,0,4.53424E-07
0.211328,0.079636149,2639630,0,0,4.74966E-07
0.211334,0.07868585,2639630,0,0,5.42097E-07
0.211341,0.076199085,2639640,0,0,4.7867E-07
0.211347,0.083357416,2639650,0,0,5.69234E-07
0.211354,0.079280898,2639650,0,0,4.53544E-07
0.21136,0.071900532,2639660,0,0,4.52052E-07
0.211366,0.078783542,2639660,0,0,5.50925E-07
0.211373,0.078623675,2639670,0,0,4.50467E-07
0.211379,0.071531959,2639680,0,0,4.9418E-07
0.211386,0.069662444,2639680,0,0,4.27806E-07
0.211392,0.072939642,2639690,0,0,4.30058E-07
0.211398,0.070412911,2639700,0,0,4.94056E-07
0.211405,0.07074596,2639700,0,0,4.12566E-07
0.211411,0.066776022,2639710,0,0,4.89658E-07
0.211418,0.073126152,2639720,0,0,4.3087E-07
0.211424,0.070497289,2639720,0,0,4.1206E-07
0.21143,0.066855952,2639730,0,0,4.55092E-07
0.211437,0.06317021,2639730,0,0,3.97619E-07
0.211443,0.069369361,2639740,0,0,4.8313E-07
0.21145,0.06866774,2639750,0,0,4.22051E-07
0.211456,0.072015986,2639750,0,0,4.36452E-07
0.211462,0.073468082,2639760,0,0,5.02293E-07
0.211469,0.070044339,2639770,0,0,4.16962E-07
0.211475,0.068943061,2639770,0,0,4.68458E-07
0.211482,0.064902067,2639780,0,0,4.05745E-07
0.211488,0.070346303,2639790,0,0,4.25661E-07
0.211494,0.07154084,2639790,0,0,4.88927E-07
0.211501,0.068152621,2639800,0,0,3.94381E-07
0.211507,0.063307874,2639810,0,0,4.60765E-07
0.211514,0.068339132,2639810,0,0,4.06944E-07
0.21152,0.067308895,2639820,0,0,4.30617E-07
0.211526,0.076230168,2639820,0,0,4.97677E-07
0.211533,0.06596338,2639830,0,0,3.75145E-07
0.211539,0.05908481,2639840,0,0,4.35026E-07
0.211546,0.065208472,2639840,0,0,3.89093E-07
0.211552,0.064489082,2639850,0,0,3.8026E-07
0.211558,0.06226432,2639860,0,0,4.52698E-07
0.211565,0.067077987,2639860,0,0,3.81965E-07
0.211571,0.060243823,2639870,0,0,4.11713E-07
0.211578,0.057388481,2639880,0,0,3.54096E-07
0.211584,0.060643479,2639880,0,0,3.73986E-07
0.21159,0.064018376,2639890,0,0,4.46248E-07
0.211597,0.063481055,2639890,0,0,3.83311E-07
0.211603,0.064289257,2639900,0,0,4.42611E-07
0.21161,0.062171064,2639910,0,0,3.87734E-07
0.211616,0.067073546,2639910,0,0,3.65406E-07
0.211622,0.054728534,2639920,0,0,4.16562E-07
0.211629,0.064289257,2639930,0,0,4.00629E-07
0.211635,0.069253907,2639930,0,0,4.5175E-07
0.211642,0.059817519,2639940,0,0,3.53776E-07
0.211648,0.058107868,2639950,0,0,3.69243E-07
0.211654,0.064973116,2639950,0,0,4.35866E-07
0.211661,0.05955996,2639960,0,0,3.44331E-07
0.211667,0.055217005,2639970,0,0,4.28032E-07
0.211674,0.067077987,2639970,0,0,3.9257E-07
0.21168,0.063778579,2639980,0,0,3.7292E-07
0.211686,0.060528025,2639980,0,0,4.21318E-07
0.211693,0.059848603,2639990,0,0,3.77503E-07
0.211699,0.065985583,2640000,0,0,4.36519E-07
0.211706,0.058734,2640000,0,0,3.54056E-07
0.211712,0.059284642,2640010,0,0,3.40241E-07
0.211718,0.054129045,2640020,0,0,3.78717E-07
0.211725,0.054075755,2640020,0,0,3.46569E-07
0.211731,0.061447237,2640030,0,0,4.06335E-07
0.211738,0.054648601,2640040,0,0,3.55175E-07
0.211744,0.063743055,2640040,0,0,3.68977E-07
0.21175,0.059249114,2640050,0,0,4.20339E-07
0.211757,0.060847752,2640060,0,0,3.41E-07
0.211763,0.052819051,2640060,0,0,3.87141E-07
0.21177,0.057792582,2640070,0,0,3.40321E-07
0.211776,0.055647746,2640070,0,0,3.24375E-07
0.211782,0.052477121,2640080,0,0,3.66003E-07
0.211789,0.052095227,2640090,0,0,3.2624E-07
0.211795,0.056651335,2640090,0,0,4.01455E-07
0.211802,0.058050141,2640100,0,0,3.30836E-07
0.211808,0.052228447,2640110,0,0,3.21217E-07
0.211814,0.054843988,2640110,0,0,4.24598E-07
0.211821,0.066469617,2640120,0,0,3.56254E-07
0.211827,0.052281734,2640130,0,0,3.80644E-07
0.211834,0.05647371,2640130,0,0,3.27678E-07
0.21184,0.052752443,2640140,0,0,3.36737E-07
0.211846,0.059493352,2640140,0,0,3.74132E-07
0.211853,0.047401458,2640150,0,0,2.91816E-07
0.211859,0.049870461,2640160,0,0,3.7794E-07
0.211866,0.058112308,2640160,0,0,3.29623E-07
0.211872,0.051762179,2640170,0,0,3.27599E-07
0.211878,0.05743733,2640180,0,0,3.74194E-07
0.211885,0.049475241,2640180,0,0,2.98423E-07
0.211891,0.049999237,2640190,0,0,3.56585E-07
0.211898,0.051882073,2640200,0,0,3.0663E-07
0.211904,0.050327845,2640200,0,0,3.16381E-07
0.21191,0.055132631,2640210,0,0,3.89534E-07
0.211917,0.056162864,2640210,0,0,3.14996E-07
0.211923,0.048835788,2640220,0,0,3.52373E-07
0.21193,0.051842108,2640230,0,0,3.08415E-07
0.211936,0.050962862,2640230,0,0,2.99409E-07
0.211942,0.048840228,2640240,0,0,3.57579E-07
0.211949,0.053325288,2640250,0,0,2.95106E-07
0.211955,0.045043472,2640250,0,0,3.35027E-07
0.211962,0.050678659,2640260,0,0,2.7471E-07
0.211968,0.040891461,2640270,0,0,2.63853E-07
0.211974,0.047059529,2640270,0,0,3.29106E-07
0.211981,0.046970714,2640280,0,0,3.04871E-07
0.211987,0.054653041,2640290,0,0,3.63408E-07
0.211994,0.049177717,2640290,0,0,2.97624E-07
0.212,0.050030325,2640300,0,0,2.95652E-07
0.212006,0.048520502,2640300,0,0,3.43747E-07
0.212013,0.049692832,2640310,0,0,2.71127E-07
0.212019,0.040682752,2640320,0,0,3.31328E-07
0.212026,0.053982504,2640320,0,0,3.20125E-07
0.212032,0.052725799,2640330,0,0,2.88645E-07
0.212038,0.043489244,2640340,0,0,3.19983E-07
0.212045,0.047934335,2640340,0,0,3.03406E-07
0.212051,0.053200949,2640350,0,0,3.85804E-07
0.212058,0.057028789,2640360,0,0,3.12425E-07
0.212064,0.047112815,2640360,0,0,3.00861E-07
0.21207,0.053174306,2640370,0,0,3.59149E-07
0.212077,0.049439717,2640370,0,0,3.00555E-07
0.212083,0.050745267,2640380,0,0,3.65957E-07
0.21209,0.053813759,2640390,0,0,2.9512E-07
0.212096,0.044559442,2640390,0,0,2.51797E-07
0.212102,0.039372761,2640400,0,0,2.93094E-07
0.212109,0.044368491,2640410,0,0,2.59563E-07
0.212115,0.042152606,2640410,0,0,2.9468E-07
0.212122,0.042041592,2640420,0,0,2.82743E-07
0.212128,0.052206241,2640430,0,0,2.97331E-07
0.212134,0.046904106,2640430,0,0,3.1992E-07
0.212141,0.044501711,2640440,0,0,2.70674E-07
0.212147,0.045722891,2640450,0,0,3.08093E-07
0.212154,0.042303588,2640450,0,0,2.27111E-07
0.21216,0.033400085,2640460,0,0,1.90209E-07
0.212166,0.030002985,2640460,0,0,2.50602E-07
0.212173,0.041597527,2640470,0,0,2.51583E-07
0.212179,0.042263623,2640480,0,0,3.10144E-07
0.212186,0.046349023,2640480,0,0,2.5971E-07
0.212192,0.040220924,2640490,0,0,2.53342E-07
0.212198,0.044226393,2640500,0,0,2.92146E-07
0.212205,0.039243981,2640500,0,0,2.37249E-07
0.212211,0.039839029,2640510,0,0,2.8837E-07
0.212218,0.042552266,2640520,0,0,2.59736E-07
0.212224,0.044026561,2640520,0,0,2.54021E-07
0.21223,0.040647227,2640530,0,0,2.90499E-07
0.212237,0.042352438,2640530,0,0,2.70581E-07
0.212243,0.047841083,2640540,0,0,3.02218E-07
0.21225,0.038506832,2640550,0,0,2.57632E-07
0.212256,0.047370374,2640550,0,0,2.64772E-07
0.212262,0.040887021,2640560,0,0,2.48457E-07
0.212269,0.030100679,2640570,0,0,2.07368E-07
0.212275,0.039021946,2640570,0,0,2.98037E-07
0.212282,0.046131432,2640580,0,0,2.82304E-07
0.212288,0.047969859,2640590,0,0,2.66597E-07
0.212294,0.040895902,2640590,0,0,2.37251E-07
0.212301,0.026890088,2640600,0,0,2.03505E-07
0.212307,0.040944751,2640610,0,0,2.78966E-07
0.212314,0.038759951,2640610,0,0,2.34345E-07
0.21232,0.039354995,2640620,0,0,2.38874E-07
0.212326,0.04026977,2640620,0,0,3.179E-07
0.212333,0.050558761,2640630,0,0,2.79639E-07
0.212339,0.042654403,2640640,0,0,2.73169E-07
0.212346,0.035393935,2640640,0,0,2.05583E-07
0.212352,0.033133645,2640650,0,0,2.30601E-07
0.212358,0.043733478,2640660,0,0,2.84173E-07
0.212365,0.037458837,2640660,0,0,2.42471E-07
0.212371,0.043364905,2640670,0,0,2.80132E-07
0.212378,0.036672842,2640680,0,0,2.24233E-07
0.212384,0.038071647,2640690,0,0,2.33439E-07
0.21239,0.039741334,2640690,0,0,2.62367E-07
0.212397,0.03522075,2640690,0,0,2.08567E-07
0.212403,0.034301534,2640700,0,0,2.5943E-07
0.21241,0.039821263,2640710,0,0,2.15201E-07
0.212416,0.031912465,2640710,0,0,1.97963E-07
0.212422,0.034075063,2640720,0,0,2.27195E-07
0.212429,0.030837826,2640730,0,0,2.04917E-07
0.212435,0.037467718,2640730,0,0,2.7275E-07
0.212442,0.040460721,2640740,0,0,2.61642E-07
0.212448,0.046753123,2640750,0,0,2.5213E-07
0.212454,0.037290093,2640750,0,0,2.61512E-07
0.212461,0.037427753,2640760,0,0,2.11218E-07
0.212467,0.032978222,2640770,0,0,2.46312E-07
0.212474,0.037396669,2640770,0,0,2.10658E-07
0.21248,0.032822799,2640780,0,0,2.09859E-07
0.212486,0.037130229,2640780,0,0,2.63238E-07
0.212493,0.038080528,2640790,0,0,2.10126E-07
0.212499,0.031961311,2640800,0,0,2.37857E-07
0.212506,0.035997864,2640800,0,0,2.40286E-07
0.212512,0.044097614,2640810,0,0,2.34731E-07
0.212518,0.034146111,2640820,0,0,2.57627E-07
0.212525,0.039461572,2640820,0,0,2.27684E-07
0.212531,0.036433049,2640830,0,0,2.44836E-07
0.212538,0.03351998,2640840,0,0,2.27804E-07
0.212544,0.042414606,2640840,0,0,2.33466E-07
0.21255,0.035407256,2640850,0,0,2.68771E-07
0.212557,0.041384373,2640850,0,0,2.32187E-07
0.212563,0.036011185,2640860,0,0,2.68211E-07
0.21257,0.040620584,2640870,0,0,2.25246E-07
0.212576,0.034461398,2640870,0,0,2.42711E-07
0.212582,0.046442278,2640880,0,0,2.65802E-07
0.212589,0.02950119,2640890,0,0,1.68521E-07
0.212595,0.026672496,2640890,0,0,2.09757E-07
0.212602,0.033257984,2640900,0,0,2.10672E-07
0.212608,0.036965925,2640910,0,0,2.16027E-07
0.212614,0.035043124,2640910,0,0,2.54565E-07
0.212621,0.037689753,2640920,0,0,2.03758E-07
0.212627,0.030229459,2640930,0,0,2.15818E-07
0.212634,0.031432875,2640930,0,0,1.87505E-07
0.21264,0.03106874,4294922256,0,0,1.52162E-07
0.212646,0.019651826,4294922256,0,0,2.05669E-07
0.212653,0.039110761,4294922266,0,0,2.16014E-07
0.212659,0.032893848,4294922276,0,0,2.06959E-07
0.212666,0.026237313,4294922276,0,0,1.79618E-07
0.212672,0.033635437,4294922286,0,0,1.97856E-07
0.212678,0.032316566,4294922296,0,0,2.27242E-07
0.212685,0.032609645,4294922296,0,0,1.67122E-07
0.212691,0.023097772,4294922306,0,0,2.08591E-07
0.212698,0.036499657,4294922316,0,0,2.09726E-07
0.212704,0.033408966,4294922316,0,0,2.13016E-07
0.21271,0.037596498,4294922326,0,0,2.3335E-07
0.212717,0.029074889,4294922326,0,0,1.94632E-07
0.212723,0.035802476,4294922336,0,0,2.22859E-07
0.21273,0.027871473,4294922346,0,0,1.696E-07
0.212736,0.028661909,4294922346,0,0,1.98895E-07
0.212742,0.037636466,4294922356,0,0,2.49343E-07
0.212749,0.033604354,4294922366,0,0,2.08154E-07
0.212755,0.035780273,4294922366,0,0,2.4869E-07
0.212762,0.035274036,4294922376,0,0,2.07181E-07
0.212768,0.03378642,4294922386,0,0,1.80791E-07
0.212774,0.026477108,4294922386,0,0,1.96002E-07
0.212781,0.029523395,4294922396,0,0,1.65524E-07
0.212787,0.025651146,4294922406,0,0,2.12057E-07
0.212794,0.034936547,4294922406,0,0,2.15854E-07
0.2128,0.037014775,4294922416,0,0,2.21569E-07
0.212806,0.036841586,4294922416,0,0,2.32262E-07
0.212813,0.029518954,4294922426,0,0,1.85946E-07
0.212819,0.032463107,4294922436,0,0,2.38044E-07
0.212826,0.035549358,4294922436,0,0,2.04037E-07
0.212832,0.032463107,4294922446,0,0,1.73424E-07
0.212838,0.025344741,4294922456,0,0,1.85013E-07
0.212845,0.02751622,4294922456,0,0,1.66709E-07
0.212851,0.028053539,4294922466,0,0,2.08078E-07
0.212858,0.03139735,4294922476,0,0,2.07315E-07
0.212864,0.037707515,4294922476,0,0,1.94192E-07
0.21287,0.027023308,4294922486,0,0,1.96017E-07
0.212877,0.028981635,4294922486,0,0,2.13483E-07
0.212883,0.042179249,4294922496,0,0,2.4827E-07
0.21289,0.028755162,4294922506,0,0,2.01626E-07
0.212896,0.038453545,4294922506,0,0,2.03704E-07
0.212902,0.029447904,4294922516,0,0,2.28625E-07
0.212909,0.035873525,4294922526,0,0,1.87545E-07
0.212915,0.026641412,4294922526,0,0,1.88293E-07
0.212922,0.027156526,4294922536,0,0,1.64871E-07
0.212928,0.027800422,4294922546,0,0,1.7734E-07
0.212934,0.031312976,4294922546,0,0,2.13938E-07
0.212941,0.029812036,4294922556,0,0,1.92993E-07
0.212947,0.034519129,4294922566,0,0,2.25874E-07
0.212954,0.030016307,4294922566,0,0,1.73077E-07
0.21296,0.027676083,4294922576,0,0,1.70133E-07
0.212966,0.029034922,4294922576,0,0,1.951E-07
0.212973,0.026708022,4294922586,0,0,1.68095E-07
0.212979,0.029323565,4294922596,0,0,2.19471E-07
0.212986,0.033382319,4294922596,0,0,1.90209E-07
0.212992,0.030020747,4294922606,0,0,1.64658E-07
0.212998,0.02486515,4294922616,0,0,1.91665E-07
0.213005,0.029896408,4294922616,0,0,1.52695E-07
0.213011,0.021001784,4294922626,0,0,1.92955E-07
0.213018,0.034128349,4294922636,0,0,1.96817E-07
0.213024,0.03147728,4294922636,0,0,1.85773E-07
0.21303,0.030447049,4294922646,0,0,2.08467E-07
0.213037,0.029114854,4294922646,0,0,1.90289E-07
0.213043,0.034314856,4294922656,0,0,2.30319E-07
0.21305,0.031490602,4294922666,0,0,2.05516E-07
0.213056,0.037014775,4294922666,0,0,2.07874E-07
0.213062,0.032276597,4294922676,0,0,2.19766E-07
0.213069,0.030513659,4294922686,0,0,1.72824E-07
0.213075,0.027094359,4294922686,0,0,2.03307E-07
0.213082,0.030993249,4294922696,0,0,1.85387E-07
0.213088,0.030802302,4294922706,0,0,1.8885E-07
0.213094,0.032147821,4294922706,0,0,2.1128E-07
0.213101,0.028217843,4294922716,0,0,1.6992E-07
0.213107,0.028422114,4294922726,0,0,1.97043E-07
0.213114,0.027875913,4294922726,0,0,1.82443E-07
0.21312,0.032938257,4294922736,0,0,1.90089E-07
0.213126,0.030424846,4294922736,0,0,2.00354E-07
0.213133,0.026819037,4294922746,0,0,1.75355E-07
0.213139,0.031632703,4294922756,0,0,2.0197E-07
0.213146,0.026073009,4294922756,0,0,1.47899E-07
0.213152,0.02322655,4294922766,0,0,1.59102E-07
0.213158,0.029807596,4294922776,0,0,2.04146E-07
0.213165,0.028519807,4294922776,0,0,1.64005E-07
0.213171,0.0261485,4294922786,0,0,2.11699E-07
0.213178,0.034337059,4294922796,0,0,1.80258E-07
0.213184,0.02574884,4294922796,0,0,1.61141E-07
0.21319,0.027964726,4294922806,0,0,2.21382E-07
0.213197,0.035287362,4294922816,0,0,1.66989E-07
0.213203,0.020375652,4294922816,0,0,1.69673E-07
0.21321,0.028102385,4294922826,0,0,1.73237E-07
0.213216,0.029643292,4294922826,0,0,1.8941E-07
0.213222,0.033493336,4294922836,0,0,2.22159E-07
0.213229,0.029980781,4294922846,0,0,1.79365E-07
0.213235,0.029807596,4294922846,0,0,1.84283E-07
0.213242,0.022844654,4294922856,0,0,1.51682E-07
0.213248,0.02771605,4294922866,0,0,1.5749E-07
0.213254,0.024780778,4294922866,0,0,1.68321E-07
0.213261,0.023310922,4294922876,0,0,1.60515E-07
0.213267,0.030193932,4294922886,0,0,2.24242E-07
0.213274,0.033875234,4294922886,0,0,2.02559E-07
0.21328,0.033644319,4294922896,0,0,1.73743E-07
0.213286,0.024270104,4294922896,0,0,1.60612E-07
0.213293,0.021619035,4294922906,0,0,1.66962E-07
0.213299,0.034035098,4294922916,0,0,2.05436E-07
0.213306,0.024660882,4294922916,0,0,1.54466E-07
0.213312,0.026827918,4294922926,0,0,1.40225E-07
0.213318,0.019913824,4294922936,0,0,1.6299E-07
0.213325,0.026654733,4294922936,0,0,1.78259E-07
0.213331,0.032765068,4294922946,0,0,1.89692E-07
0.213338,0.021432526,4294922956,0,0,1.1859E-07
0.213344,0.018097598,4294922956,0,0,1.41637E-07
0.21335,0.029114854,4294922966,0,0,2.20714E-07
0.213357,0.033946283,4294922966,0,0,1.75462E-07
0.213363,0.024540983,4294922976,0,0,1.79138E-07
0.21337,0.026641412,4294922986,0,0,1.68161E-07
0.213376,0.029412378,4294922986,0,0,1.76008E-07
0.213382,0.029256955,4294922996,0,0,1.90795E-07
0.213389,0.025255928,4294923006,0,0,1.46939E-07
0.213395,0.023723904,4294923006,0,0,1.76372E-07
0.213402,0.026668055,4294923016,0,0,1.68081E-07
