Meter S/N:, 0639B14R
Sensor, Thermo, Single, ENB075, PM-Pro150 HD
Date, 4/1/2015 3:24:00 PM
Units, W
Cursor, 2.1286912, 2.1365759, 4158.82080078, 1.26271355
2.1342208, 5654.76806640625, 2134221, 0, 0, 0
2.1342720, 5538.09619140625, 2134272, 0, 0, 0
2.1343232, 3922.96264648438, 2134324, 0, 0, 0
2.1343744, 89.0055770874023, 2134375, 32, UnderRange, 0
2.1344256, 37.8335266113281, 2134426, 32, UnderRange, 0
2.1344768, 29.2654075622559, 2134477, 32, UnderRange, 0
2.1345280, 25.0983142852783, 2134528, 32, UnderRange, 0
2.1345792, 22.1323738098145, 2134580, 32, UnderRange, 0
2.1346304, 20.1979465484619, 2134631, 32, UnderRange, 0
2.1346816, 18.2990875244141, 2134682, 32, UnderRange, 0
2.1347328, 16.6779441833496, 2134733, 32, UnderRange, 0
2.1347839, 15.9378271102905, 2134784, 32, UnderRange, 0
2.1348352, 14.5232591629028, 2134836, 32, UnderRange, 0
2.1348864, 13.958251953125, 2134887, 32, UnderRange, 0
2.1349376, 13.549204826355, 2134938, 32, UnderRange, 0
2.1349888, 12.8159275054932, 2134989, 32, UnderRange, 0
2.1350400, 11.736533164978, 2135040, 32, UnderRange, 0
2.1350912, 11.4177761077881, 2135092, 32, UnderRange, 0
2.1351424, 11.1592149734497, 2135143, 32, UnderRange, 0
2.1351936, 10.5627431869507, 2135194, 32, UnderRange, 0
2.1352448, 10.5969438552856, 2135245, 32, UnderRange, 0
2.1352960, 10.0250978469849, 2135296, 32, UnderRange, 0
2.1353472, 9.58321666717529, 2135348, 32, UnderRange, 0
2.1353984, 9.4231538772583, 2135399, 32, UnderRange, 0
2.1354496, 8.97853755950928, 2135450, 32, UnderRange, 0
2.1355008, 8.713134765625, 2135501, 32, UnderRange, 0
2.1355520, 8.73775959014893, 2135552, 32, UnderRange, 0
2.1356031, 8.63925933837891, 2135604, 32, UnderRange, 0
2.1356544, 8.3724889755249, 2135655, 32, UnderRange, 0
2.1357056, 8.36428070068359, 2135706, 32, UnderRange, 0
2.1357567, 8.00721836090088, 2135757, 32, UnderRange, 0
2.1358080, 7.49830293655396, 2135808, 32, UnderRange, 0
2.1358592, 7.64194822311401, 2135860, 32, UnderRange, 0
2.1359104, 7.46136522293091, 2135911, 32, UnderRange, 0
2.1359616, 7.91829490661621, 2135962, 32, UnderRange, 0
2.1360128, 7.5297679901123, 2136013, 32, UnderRange, 0
2.1360640, 6.98391437530518, 2136064, 32, UnderRange, 0
2.1361152, 7.26846981048584, 2136116, 32, UnderRange, 0
2.1361664, 6.94424104690552, 2136167, 32, UnderRange, 0
2.1362176, 6.33135271072388, 2136218, 32, UnderRange, 0
2.1362688, 6.29988765716553, 2136269, 32, UnderRange, 0
2.1363200, 6.6555814743042, 2136320, 32, UnderRange, 0
2.1363712, 6.18086719512939, 2136372, 32, UnderRange, 0
2.1364224, 5.84569358825684, 2136423, 32, UnderRange, 0
2.1364736, 5.69931173324585, 2136474, 32, UnderRange, 0
2.1365248, 5.76497840881348, 2136525, 32, UnderRange, 0
2.1365759, 5.8306450843811, 2136576, 32, UnderRange, 0
