Meter S/N:, 0639B14R
Sensor, Thermo, Single, ENB075, PM-Pro150 HD
Date, 4/1/2015 3:30:02 PM
Units, W
Cursor, 2.2038015, 2.2103552, 4158.82080078, 1.26271355
2.2092800, 24.08034324646, 2224179, 32, UnderRange, 0
2.2093312, 22.4130535125732, 2224231, 32, UnderRange, 0
2.2093824, 20.9104328155518, 2224282, 32, UnderRange, 0
2.2094336, 19.8263511657715, 2224333, 32, UnderRange, 0
2.2094847, 18.3415699005127, 2224384, 32, UnderRange, 0
2.2095360, 17.4935169219971, 2224435, 32, UnderRange, 0
2.2095872, 16.4684429168701, 2224487, 32, UnderRange, 0
2.2096383, 16.3517990112305, 2224538, 32, UnderRange, 0
2.2096896, 15.3637762069702, 2224589, 32, UnderRange, 0
2.2097408, 14.6570634841919, 2224640, 32, UnderRange, 0
2.2097920, 14.1877527236938, 2224691, 32, UnderRange, 0
2.2098432, 13.7198123931885, 2224743, 32, UnderRange, 0
2.2098944, 13.4000768661499, 2224794, 32, UnderRange, 0
2.2099456, 12.6604318618774, 2224845, 32, UnderRange, 0
2.2099968, 12.3681411743164, 2224896, 32, UnderRange, 0
2.2100480, 12.9403715133667, 2224947, 32, UnderRange, 0
2.2100992, 12.5218343734741, 2224999, 32, UnderRange, 0
2.2101504, 11.8864793777466, 2225050, 32, UnderRange, 0
2.2102016, 11.9317636489868, 2225101, 32, UnderRange, 0
2.2102528, 11.761604309082, 2225152, 32, UnderRange, 0
2.2103040, 10.879243850708, 2225203, 32, UnderRange, 0
2.2103552, 10.7104568481445, 2225255, 32, UnderRange, 0
